"NUM_SLOTS_(DATE_ONLY,TIME)",DEMAND_CS1,DEMAND_CS2,DEMAND_TOTAL,ALLOCATED_CS1,ALLOCATED_CS2,ALLOCATED_TOTAL,UNASSIGNED_CS1,UNASSIGNED_CS2,UNASSIGNED_TOTAL,PCT_ALLOCATED_%,PCT_UNASSIGNED_%,ROOMS_INVENTORY_CS1,ROOMS_INVENTORY_CS2,ROOMS_INVENTORY_TOTAL,ROOM_TIMES_USED_CS1_SUM,ROOM_TIMES_USED_CS2_SUM,ROOM_TIMES_USED_TOTAL_SUM,PEAK_CONCURRENT_ROOMS_USED,TOTAL_CAPACITY_USED_SUM,TOTAL_STUDENTS_IN_USED_ROOMS_SUM,WEIGHTED_UTILIZATION_USED_ROOMS
81,39245,76396,115641,39245,76396,115641,0,0,0,100.0,0.0,76,97,173,899,1055,1954,79,119722,115641,0.9659
