TOTAL_EXAM_SLOTS_(KEY),TOTAL_ROOMS_BEFORE,TOTAL_ROOMS_AFTER,TOTAL_ROOMS_SAVED,PCT_ROOMS_SAVED_%,DUMMY_ROOMS,DUMMY_PRIORITY,NOTE
148,3392,2695,697,20.55,NTD@CS2(300); H6-GD@CS2(250); B5-GD@CS1(130),YES,ROOMS_BEFORE excludes dummy rows
