COURSE ID,ROOM ID,DATE,TIME,CAMPUS,STUDENTS,CAPACITY,KEY,EXAM CAPACITY
EE2033,B4-402,18/12/25,13g00,1,30,60,18/12/2025_13g00_1,32
EE2033,B4-403,18/12/25,13g00,1,30,60,18/12/2025_13g00_1,32
EE2033,B4-405,18/12/25,13g00,1,30,60,18/12/2025_13g00_1,32
EE2033,B4-406,18/12/25,13g00,1,44,108,18/12/2025_13g00_1,57
EE2401,B4-504,18/12/25,13g00,1,30,60,18/12/2025_13g00_1,32
EE2401,B4-505,18/12/25,13g00,1,43,120,18/12/2025_13g00_1,63
EE2401,B6-302,18/12/25,13g00,1,30,60,18/12/2025_13g00_1,32
EE2401,B6-303,18/12/25,13g00,1,30,60,18/12/2025_13g00_1,32
EE2401,B6-304,18/12/25,13g00,1,30,60,18/12/2025_13g00_1,32
EE2401,B6-305,18/12/25,13g00,1,30,60,18/12/2025_13g00_1,32
EE2401,B6-306,18/12/25,13g00,1,32,80,18/12/2025_13g00_1,42
ME3009,B1-201,18/12/25,13g00,1,21,40,18/12/2025_13g00_1,21
ME3009,B1-202,18/12/25,13g00,1,19,40,18/12/2025_13g00_1,21
ME3009,B1-203,18/12/25,13g00,1,27,60,18/12/2025_13g00_1,32
ME4021,B8-301,18/12/25,13g00,1,30,66,18/12/2025_13g00_1,35
ME4021,B8-302,18/12/25,13g00,1,19,40,18/12/2025_13g00_1,21
TR1003,C6-401,18/12/25,13g00,1,40,80,18/12/2025_13g00_1,42
TR1003,C6-402,18/12/25,13g00,1,30,80,18/12/2025_13g00_1,42
CI4131,B4-305,18/12/25,15g30,1,29,80,18/12/2025_15g30_1,42
CI4131,B4-306,18/12/25,15g30,1,17,80,18/12/2025_15g30_1,42
CO3065,B4-302,18/12/25,15g30,1,27,60,18/12/2025_15g30_1,32
CO3065,B4-303,18/12/25,15g30,1,30,60,18/12/2025_15g30_1,32
AS2039,B4-301,19/12/25,07g00,1,22,60,19/12/2025_07g00_1,32
AS3169,B4-405,19/12/25,07g00,1,14,60,19/12/2025_07g00_1,32
CH4113,B4-401,19/12/25,07g00,1,19,60,19/12/2025_07g00_1,32
EE3015,B4-402,19/12/25,07g00,1,22,60,19/12/2025_07g00_1,32
GE2059,B6-301,19/12/25,07g00,1,5,50,19/12/2025_07g00_1,26
IM3063,B4-302,19/12/25,07g00,1,30,60,19/12/2025_07g00_1,32
IM3063,B4-303,19/12/25,07g00,1,31,60,19/12/2025_07g00_1,32
IM3063,B4-305,19/12/25,07g00,1,36,80,19/12/2025_07g00_1,42
MA2039,B4-406,19/12/25,07g00,1,11,108,19/12/2025_07g00_1,57
MA5015,B4-306,19/12/25,07g00,1,27,80,19/12/2025_07g00_1,42
ME2141,B4-504,19/12/25,07g00,1,30,60,19/12/2025_07g00_1,32
ME2141,B4-505,19/12/25,07g00,1,43,120,19/12/2025_07g00_1,63
SP1031,B1-208,19/12/25,09g30,1,37,84,19/12/2025_09g30_1,44
SP1031,B1-212,19/12/25,09g30,1,30,72,19/12/2025_09g30_1,38
SP1031,B1-213,19/12/25,09g30,1,30,72,19/12/2025_09g30_1,38
SP1031,B1-301,19/12/25,09g30,1,30,56,19/12/2025_09g30_1,30
SP1031,B1-302,19/12/25,09g30,1,29,56,19/12/2025_09g30_1,30
SP1031,B1-303,19/12/25,09g30,1,29,56,19/12/2025_09g30_1,30
SP1031,B1-305,19/12/25,09g30,1,30,72,19/12/2025_09g30_1,38
SP1031,B1-306,19/12/25,09g30,1,32,84,19/12/2025_09g30_1,44
SP1031,B1-308,19/12/25,09g30,1,30,72,19/12/2025_09g30_1,38
SP1031,B1-309,19/12/25,09g30,1,30,56,19/12/2025_09g30_1,30
SP1031,B1-311,19/12/25,09g30,1,30,80,19/12/2025_09g30_1,42
SP1031,B1-313,19/12/25,09g30,1,30,56,19/12/2025_09g30_1,30
SP1031,B1-314,19/12/25,09g30,1,30,56,19/12/2025_09g30_1,30
SP1031,B1-315,19/12/25,09g30,1,30,56,19/12/2025_09g30_1,30
SP1031,B4-301,19/12/25,09g30,1,30,60,19/12/2025_09g30_1,32
SP1031,B4-302,19/12/25,09g30,1,30,60,19/12/2025_09g30_1,32
SP1031,B4-303,19/12/25,09g30,1,30,60,19/12/2025_09g30_1,32
SP1031,B4-305,19/12/25,09g30,1,30,80,19/12/2025_09g30_1,42
SP1031,B4-306,19/12/25,09g30,1,30,80,19/12/2025_09g30_1,42
SP1031,B4-401,19/12/25,09g30,1,30,60,19/12/2025_09g30_1,32
SP1031,B4-402,19/12/25,09g30,1,30,60,19/12/2025_09g30_1,32
SP1031,B4-403,19/12/25,09g30,1,30,60,19/12/2025_09g30_1,32
SP1031,B4-405,19/12/25,09g30,1,30,60,19/12/2025_09g30_1,32
SP1031,B4-406,19/12/25,09g30,1,39,108,19/12/2025_09g30_1,57
SP1031,B4-501,19/12/25,09g30,1,30,80,19/12/2025_09g30_1,42
SP1031,B4-502,19/12/25,09g30,1,30,80,19/12/2025_09g30_1,42
SP1031,B4-504,19/12/25,09g30,1,30,60,19/12/2025_09g30_1,32
SP1031,B4-505,19/12/25,09g30,1,45,120,19/12/2025_09g30_1,63
SP1031,B6-302,19/12/25,09g30,1,30,60,19/12/2025_09g30_1,32
SP1031,B6-303,19/12/25,09g30,1,30,60,19/12/2025_09g30_1,32
SP1031,B6-304,19/12/25,09g30,1,30,60,19/12/2025_09g30_1,32
SP1031,B6-305,19/12/25,09g30,1,30,60,19/12/2025_09g30_1,32
SP1031,B6-306,19/12/25,09g30,1,30,80,19/12/2025_09g30_1,42
SP1031,B8-301,19/12/25,09g30,1,30,66,19/12/2025_09g30_1,35
SP1031,B8-303,19/12/25,09g30,1,30,62,19/12/2025_09g30_1,33
SP1031,B8-304,19/12/25,09g30,1,30,62,19/12/2025_09g30_1,33
SP1031,C6-401,19/12/25,09g30,1,30,80,19/12/2025_09g30_1,42
SP1031,C6-402,19/12/25,09g30,1,30,80,19/12/2025_09g30_1,42
TR3137,B8-302,19/12/25,09g30,1,6,40,19/12/2025_09g30_1,21
TR3137,C6-403,19/12/25,09g30,1,32,80,19/12/2025_09g30_1,42
