TONG_SO_CA_THI,SO_PHONG_BAN_DAU,SO_PHONG_SAU_GOP,SO_PHONG_TIET_KIEM,PHAN_TRAM_TIET_KIEM_%,PHONG_DUMMY,UU_TIEN_PHONG_DUMMY,NOTE
148,3392,2713,679,20.02,H6-GD@CS2(250); B5-GD@CS1(130),YES,ROOMS_BEFORE excludes dummy rows
