KEY,DATE,TIME,CAMPUS,TARGET ROOM,EXAM CAPACITY,TOTAL STUDENTS,COURSES MERGED
04/01/2026_07g00_2,,07g00,CS2,H6-412,65,59,"IM1025(30), TR4087(29)"
04/01/2026_09g30_1,,09g30,CS1,B5-GD,130,125,"CH5699(42), CI5405(37), CO5137(31), IM1013(15)"
04/01/2026_09g30_1,,09g30,CS1,B6-304,32,31,IM1013(31)
04/01/2026_09g30_1,,09g30,CS1,B6-303,32,29,IM1013(29)
04/01/2026_09g30_1,,09g30,CS1,B4-306,42,42,"IM5111(28), CI5249(14)"
04/01/2026_09g30_1,,09g30,CS1,B4-302,32,27,EE5195(27)
04/01/2026_09g30_1,,09g30,CS1,B4-301,32,32,"CI5143(22), EN5147(10)"
04/01/2026_09g30_1,,09g30,CS1,B6-301,26,22,"IM1013(14), MA5067(8)"
04/01/2026_09g30_1,,09g30,CS1,B4-402,32,21,"CH5741(13), ME5087(8)"
04/01/2026_09g30_2,,09g30,CS2,H6-GD,250,40,IM1013(40)
04/01/2026_09g30_2,,09g30,CS2,H6-113,68,40,IM1013(40)
04/01/2026_09g30_2,,09g30,CS2,H6-110,42,39,IM1013(39)
04/01/2026_09g30_2,,09g30,CS2,H6-112,42,39,IM1013(39)
04/01/2026_13g00_1,,13g00,CS1,B5-GD,130,128,"CH3329(39), TR3011(39), CO3117(37), ME3003(13)"
04/01/2026_13g00_1,,13g00,CS1,B4-501,42,34,EE3097(34)
04/01/2026_13g00_1,,13g00,CS1,B4-306,42,42,"CO3117(33), EE3097(9)"
04/01/2026_13g00_1,,13g00,CS1,B4-303,32,32,CO3117(32)
04/01/2026_13g00_1,,13g00,CS1,B4-302,32,30,CO3117(30)
04/01/2026_13g00_1,,13g00,CS1,B4-403,32,30,CH3329(30)
04/01/2026_13g00_1,,13g00,CS1,B4-405,32,30,CH3329(30)
04/01/2026_13g00_1,,13g00,CS1,B4-502,42,30,EE3097(30)
04/01/2026_13g00_1,,13g00,CS1,B4-401,32,24,IM1031(24)
04/01/2026_13g00_1,,13g00,CS1,B1-210,25,24,ME3003(24)
04/01/2026_13g00_1,,13g00,CS1,B4-301,32,23,CO3117(23)
04/01/2026_13g00_1,,13g00,CS1,B1-313,30,22,EE2005(22)
04/01/2026_13g00_1,,13g00,CS1,B1-214,25,21,ME3003(21)
04/01/2026_13g00_1,,13g00,CS1,B4-402,32,20,CH3329(20)
04/01/2026_13g00_1,,13g00,CS1,B1-309,30,16,EN3087(16)
04/01/2026_13g00_1,,13g00,CS1,B1-308,38,16,TR3011(16)
04/01/2026_13g00_2,,13g00,CS2,H6-GD,250,250,"EE2005(50), EN3087(50), IM3077(43), EE3097(42), CI4131(40), AS3061(25)"
04/01/2026_13g00_2,,13g00,CS2,H6-113,68,66,"CI4131(40), ME2049(26)"
04/01/2026_13g00_2,,13g00,CS2,H6-214,42,40,CI4131(40)
04/01/2026_13g00_2,,13g00,CS2,H6-506,55,40,CO3117(40)
04/01/2026_13g00_2,,13g00,CS2,H6-512,55,40,CO3117(40)
04/01/2026_13g00_2,,13g00,CS2,H6-514,57,40,CO3117(40)
04/01/2026_13g00_2,,13g00,CS2,H6-516,60,60,"CO3117(40), CI4131(20)"
04/01/2026_13g00_2,,13g00,CS2,H6-412,65,65,"CH3329(40), EE1005(25)"
04/01/2026_13g00_2,,13g00,CS2,H6-413,42,40,CH3329(40)
04/01/2026_13g00_2,,13g00,CS2,H6-306,42,40,EE2005(40)
04/01/2026_13g00_2,,13g00,CS2,H1-101,73,71,"EE3011(40), EE3097(31)"
04/01/2026_13g00_2,,13g00,CS2,H6-310,42,40,EE3097(40)
04/01/2026_13g00_2,,13g00,CS2,H1-307,71,63,"IM1031(40), EE3011(23)"
04/01/2026_13g00_2,,13g00,CS2,H6-811,79,79,"ME2049(40), CH3329(39)"
04/01/2026_13g00_2,,13g00,CS2,H6-201,63,60,"ME3003(40), CO3117(20)"
04/01/2026_13g00_2,,13g00,CS2,H6-205,62,40,ME3003(40)
04/01/2026_13g00_2,,13g00,CS2,H6-206,42,40,ME3003(40)
04/01/2026_13g00_2,,13g00,CS2,H6-208,62,40,ME3003(40)
04/01/2026_13g00_2,,13g00,CS2,H6-211,66,40,ME3003(40)
04/01/2026_13g00_2,,13g00,CS2,H6-504,56,39,EE1005(39)
04/01/2026_13g00_2,,13g00,CS2,H6-210,42,39,ME3003(39)
04/01/2026_13g00_2,,13g00,CS2,H6-212,42,39,ME3003(39)
04/01/2026_13g00_2,,13g00,CS2,H1-204,68,57,"IM1031(37), ME3003(20)"
04/01/2026_13g00_2,,13g00,CS2,H6-312,42,36,EE3097(36)
04/01/2026_13g00_2,,13g00,CS2,H6-110,42,35,CI4131(35)
04/01/2026_15g30_1,,15g30,CS1,B5-GD,130,72,"CO5173(33), CH5647(28), TR5069(11)"
04/01/2026_15g30_1,,15g30,CS1,B4-305,42,32,CO5173(32)
04/01/2026_15g30_1,,15g30,CS1,B4-302,32,30,CO5173(30)
04/01/2026_15g30_1,,15g30,CS1,B4-303,32,30,CO5173(30)
15/12/2025_07g00_1,,07g00,CS1,B5-GD,130,128,"MT2013(42), EE3093(36), MT2009(34), IM3055(16)"
15/12/2025_07g00_1,,07g00,CS1,B4-406,57,42,MT2013(42)
15/12/2025_07g00_1,,07g00,CS1,B4-505,63,42,MT2013(42)
15/12/2025_07g00_1,,07g00,CS1,B4-306,42,40,MT2013(40)
15/12/2025_07g00_1,,07g00,CS1,B6-302,32,32,MT2009(32)
15/12/2025_07g00_1,,07g00,CS1,B1-212,38,31,MT2013(31)
15/12/2025_07g00_1,,07g00,CS1,C6-403,42,30,CO3057(30)
15/12/2025_07g00_1,,07g00,CS1,C6-402,42,30,EE3093(30)
15/12/2025_07g00_1,,07g00,CS1,B1-213,38,30,MT2009(30)
15/12/2025_07g00_1,,07g00,CS1,B6-303,32,30,MT2009(30)
15/12/2025_07g00_1,,07g00,CS1,B6-304,32,30,MT2009(30)
15/12/2025_07g00_1,,07g00,CS1,B6-305,32,30,MT2009(30)
15/12/2025_07g00_1,,07g00,CS1,B1-208,44,30,MT2013(30)
15/12/2025_07g00_1,,07g00,CS1,B1-303,30,30,MT2013(30)
15/12/2025_07g00_1,,07g00,CS1,B1-305,38,30,MT2013(30)
15/12/2025_07g00_1,,07g00,CS1,B1-306,44,30,MT2013(30)
15/12/2025_07g00_1,,07g00,CS1,B1-308,38,30,MT2013(30)
15/12/2025_07g00_1,,07g00,CS1,B1-311,42,30,MT2013(30)
15/12/2025_07g00_1,,07g00,CS1,B1-313,30,30,MT2013(30)
15/12/2025_07g00_1,,07g00,CS1,B1-314,30,30,MT2013(30)
15/12/2025_07g00_1,,07g00,CS1,B1-315,30,30,MT2013(30)
15/12/2025_07g00_1,,07g00,CS1,B4-301,32,30,MT2013(30)
15/12/2025_07g00_1,,07g00,CS1,B4-302,32,30,MT2013(30)
15/12/2025_07g00_1,,07g00,CS1,B4-303,32,30,MT2013(30)
15/12/2025_07g00_1,,07g00,CS1,B4-401,32,30,MT2013(30)
15/12/2025_07g00_1,,07g00,CS1,B4-402,32,30,MT2013(30)
15/12/2025_07g00_1,,07g00,CS1,B4-403,32,30,MT2013(30)
15/12/2025_07g00_1,,07g00,CS1,B4-502,42,30,MT2013(30)
15/12/2025_07g00_1,,07g00,CS1,B4-504,32,30,MT2013(30)
15/12/2025_07g00_1,,07g00,CS1,B8-301,35,30,MT2013(30)
15/12/2025_07g00_1,,07g00,CS1,B8-303,33,30,MT2013(30)
15/12/2025_07g00_1,,07g00,CS1,B1-302,30,29,MT2013(29)
15/12/2025_07g00_1,,07g00,CS1,B1-309,30,29,MT2013(29)
15/12/2025_07g00_1,,07g00,CS1,B4-405,32,29,MT2013(29)
15/12/2025_07g00_1,,07g00,CS1,B4-501,42,29,MT2013(29)
15/12/2025_07g00_1,,07g00,CS1,B8-304,33,29,MT2013(29)
15/12/2025_07g00_1,,07g00,CS1,B1-301,30,24,MT2013(24)
15/12/2025_07g00_1,,07g00,CS1,C6-603,25,23,CO3057(23)
15/12/2025_07g00_1,,07g00,CS1,B6-301,26,22,MT2013(22)
15/12/2025_07g00_2,,07g00,CS2,H6-GD,250,249,"EE3063(52), IM3055(50), MT2013(42), CI4197(41), CO3057(40), EE3093(24)"
15/12/2025_07g00_2,,07g00,CS2,H6-201,63,41,MT2013(41)
15/12/2025_07g00_2,,07g00,CS2,H6-311,71,71,"MT2013(41), EE3093(30)"
15/12/2025_07g00_2,,07g00,CS2,H6-405,63,41,MT2013(41)
15/12/2025_07g00_2,,07g00,CS2,H6-412,65,65,"MT2013(41), CO3057(24)"
15/12/2025_07g00_2,,07g00,CS2,H6-802,63,41,MT2013(41)
15/12/2025_07g00_2,,07g00,CS2,H6-810,63,41,MT2013(41)
15/12/2025_07g00_2,,07g00,CS2,H2-205,62,40,MT2013(40)
15/12/2025_07g00_2,,07g00,CS2,H2-207,71,40,MT2013(40)
15/12/2025_07g00_2,,07g00,CS2,H2-302,62,40,MT2013(40)
15/12/2025_07g00_2,,07g00,CS2,H2-304,49,40,MT2013(40)
15/12/2025_07g00_2,,07g00,CS2,H2-306,82,40,MT2013(40)
15/12/2025_07g00_2,,07g00,CS2,H2-307,62,40,MT2013(40)
15/12/2025_07g00_2,,07g00,CS2,H2-403,49,40,MT2013(40)
15/12/2025_07g00_2,,07g00,CS2,H2-404,49,40,MT2013(40)
15/12/2025_07g00_2,,07g00,CS2,H2-406,82,40,MT2013(40)
15/12/2025_07g00_2,,07g00,CS2,H2-407,44,40,MT2013(40)
15/12/2025_07g00_2,,07g00,CS2,H3-107,56,40,MT2013(40)
15/12/2025_07g00_2,,07g00,CS2,H3-201,75,40,MT2013(40)
15/12/2025_07g00_2,,07g00,CS2,H3-205,56,40,MT2013(40)
15/12/2025_07g00_2,,07g00,CS2,H3-303,46,40,MT2013(40)
15/12/2025_07g00_2,,07g00,CS2,H3-304,46,40,MT2013(40)
15/12/2025_07g00_2,,07g00,CS2,H3-306,75,40,MT2013(40)
15/12/2025_07g00_2,,07g00,CS2,H3-401,75,40,MT2013(40)
15/12/2025_07g00_2,,07g00,CS2,H3-403,46,40,MT2013(40)
15/12/2025_07g00_2,,07g00,CS2,H3-404,46,40,MT2013(40)
15/12/2025_07g00_2,,07g00,CS2,H3-406,75,40,MT2013(40)
15/12/2025_07g00_2,,07g00,CS2,H3-501,75,40,MT2013(40)
15/12/2025_07g00_2,,07g00,CS2,H3-503,46,40,MT2013(40)
15/12/2025_07g00_2,,07g00,CS2,H3-504,46,40,MT2013(40)
15/12/2025_07g00_2,,07g00,CS2,H3-506,75,40,MT2013(40)
15/12/2025_07g00_2,,07g00,CS2,H3-606,63,40,MT2013(40)
15/12/2025_07g00_2,,07g00,CS2,H6-109,42,40,MT2013(40)
15/12/2025_07g00_2,,07g00,CS2,H6-110,42,40,MT2013(40)
15/12/2025_07g00_2,,07g00,CS2,H6-206,42,40,MT2013(40)
15/12/2025_07g00_2,,07g00,CS2,H6-208,62,40,MT2013(40)
15/12/2025_07g00_2,,07g00,CS2,H6-211,66,40,MT2013(40)
15/12/2025_07g00_2,,07g00,CS2,H6-212,42,40,MT2013(40)
15/12/2025_07g00_2,,07g00,CS2,H6-214,42,40,MT2013(40)
15/12/2025_07g00_2,,07g00,CS2,H6-305,68,40,MT2013(40)
15/12/2025_07g00_2,,07g00,CS2,H6-306,42,40,MT2013(40)
15/12/2025_07g00_2,,07g00,CS2,H6-308,76,40,MT2013(40)
15/12/2025_07g00_2,,07g00,CS2,H6-310,42,40,MT2013(40)
15/12/2025_07g00_2,,07g00,CS2,H6-312,42,40,MT2013(40)
15/12/2025_07g00_2,,07g00,CS2,H6-313,42,40,MT2013(40)
15/12/2025_07g00_2,,07g00,CS2,H6-504,56,40,MT2013(40)
15/12/2025_07g00_2,,07g00,CS2,H6-506,55,40,MT2013(40)
15/12/2025_07g00_2,,07g00,CS2,H6-510,54,40,MT2013(40)
15/12/2025_07g00_2,,07g00,CS2,H6-512,55,40,MT2013(40)
15/12/2025_07g00_2,,07g00,CS2,H6-514,57,40,MT2013(40)
15/12/2025_07g00_2,,07g00,CS2,H6-516,60,40,MT2013(40)
15/12/2025_07g00_2,,07g00,CS2,H1-101,73,39,MT2013(39)
15/12/2025_07g00_2,,07g00,CS2,H1-102,49,39,MT2013(39)
15/12/2025_07g00_2,,07g00,CS2,H2-202,62,39,MT2013(39)
15/12/2025_07g00_2,,07g00,CS2,H2-206,82,39,MT2013(39)
15/12/2025_07g00_2,,07g00,CS2,H6-113,68,39,MT2013(39)
15/12/2025_07g00_2,,07g00,CS2,H6-205,62,39,MT2013(39)
15/12/2025_07g00_2,,07g00,CS2,H6-411,42,39,MT2013(39)
15/12/2025_07g00_2,,07g00,CS2,H6-413,42,39,MT2013(39)
15/12/2025_07g00_2,,07g00,CS2,H6-414,42,39,MT2013(39)
15/12/2025_07g00_2,,07g00,CS2,H6-415,42,39,MT2013(39)
15/12/2025_07g00_2,,07g00,CS2,H1-103,47,38,MT2013(38)
15/12/2025_07g00_2,,07g00,CS2,H6-210,42,38,MT2013(38)
15/12/2025_07g00_2,,07g00,CS2,H2-305,33,21,MT2013(21)
15/12/2025_09g30_1,,09g30,CS1,B5-GD,130,125,"EE2405(40), IM1029(30), TR4073(28), IM3101(27)"
15/12/2025_09g30_1,,09g30,CS1,B1-305,38,36,EE2405(36)
15/12/2025_09g30_1,,09g30,CS1,B1-308,38,37,"EE2405(30), MA4185(7)"
15/12/2025_09g30_1,,09g30,CS1,B1-309,30,30,EE2405(30)
15/12/2025_09g30_1,,09g30,CS1,B1-313,30,30,EE2405(30)
15/12/2025_09g30_1,,09g30,CS1,B1-314,30,30,EE2405(30)
15/12/2025_09g30_1,,09g30,CS1,B1-315,30,30,EE2405(30)
15/12/2025_09g30_1,,09g30,CS1,B4-302,32,30,IM1029(30)
15/12/2025_09g30_1,,09g30,CS1,B4-303,32,30,IM1029(30)
15/12/2025_09g30_1,,09g30,CS1,B4-305,42,39,"IM1029(30), MA3153(9)"
15/12/2025_09g30_1,,09g30,CS1,B4-401,32,23,MA3145(23)
15/12/2025_09g30_1,,09g30,CS1,B4-405,32,18,MA2035(18)
15/12/2025_09g30_1,,09g30,CS1,B4-504,32,32,"AS3055(17), CH3399(15)"
15/12/2025_09g30_2,,09g30,CS2,H6-GD,250,188,"IM4035(51), GE3017(45), IM1029(40), CI3245(13), IU3017(13), MA3031(13), CH3399(8), CI2043(3), EN3025(2)"
15/12/2025_09g30_2,,09g30,CS2,H6-211,66,40,IM1029(40)
15/12/2025_09g30_2,,09g30,CS2,H6-212,42,40,IM1029(40)
15/12/2025_09g30_2,,09g30,CS2,H6-213,42,39,IM1029(39)
15/12/2025_09g30_2,,09g30,CS2,H6-214,42,20,IM1029(20)
15/12/2025_13g00_1,,13g00,CS1,B5-GD,130,114,"CH2035(34), CI4161(30), IM1021(30), CH3347(20)"
15/12/2025_13g00_1,,13g00,CS1,B4-401,32,30,IM1021(30)
15/12/2025_13g00_1,,13g00,CS1,B4-402,32,30,IM1021(30)
15/12/2025_13g00_1,,13g00,CS1,B4-302,32,22,IM1021(22)
15/12/2025_13g00_1,,13g00,CS1,B4-405,32,19,IM1021(19)
15/12/2025_13g00_1,,13g00,CS1,B4-303,32,32,"ME4137(17), IM1021(15)"
15/12/2025_13g00_2,,13g00,CS2,H6-GD,250,248,"CI3243(43), IM1021(41), CH2035(40), CH3347(40), IM1017(40), ME4137(31), TR2033(13)"
15/12/2025_13g00_2,,13g00,CS2,H6-201,63,57,"IM1021(41), CH2035(16)"
15/12/2025_13g00_2,,13g00,CS2,H6-205,62,41,IM1021(41)
15/12/2025_13g00_2,,13g00,CS2,H6-208,62,41,IM1021(41)
15/12/2025_13g00_2,,13g00,CS2,H6-211,66,66,"IM1021(41), IM1017(25)"
15/12/2025_13g00_2,,13g00,CS2,H6-312,42,40,CI3243(40)
15/12/2025_13g00_2,,13g00,CS2,H6-109,42,40,IM1021(40)
15/12/2025_13g00_2,,13g00,CS2,H6-110,42,40,IM1021(40)
15/12/2025_13g00_2,,13g00,CS2,H6-112,42,40,IM1021(40)
15/12/2025_13g00_2,,13g00,CS2,H6-210,42,40,IM1021(40)
15/12/2025_13g00_2,,13g00,CS2,H6-212,42,40,IM1021(40)
15/12/2025_13g00_2,,13g00,CS2,H6-305,68,40,IM1021(40)
15/12/2025_13g00_2,,13g00,CS2,H6-206,42,39,IM1021(39)
15/12/2025_13g00_2,,13g00,CS2,H6-213,42,39,IM1021(39)
15/12/2025_13g00_2,,13g00,CS2,H6-214,42,39,IM1021(39)
15/12/2025_13g00_2,,13g00,CS2,H6-310,42,29,CH3347(29)
15/12/2025_15g30_1,,15g30,CS1,B5-GD,130,30,CO3011(30)
15/12/2025_15g30_1,,15g30,CS1,B4-302,32,24,CO3011(24)
15/12/2025_15g30_2,,15g30,CS2,H6-GD,250,40,CO3011(40)
15/12/2025_15g30_2,,15g30,CS2,H6-110,42,40,CO3011(40)
15/12/2025_15g30_2,,15g30,CS2,H6-112,42,39,CO3011(39)
16/12/2025_07g00_1,,07g00,CS1,B5-GD,130,122,"ME2113(47), CO3007(45), MT2007(30)"
16/12/2025_07g00_1,,07g00,CS1,B4-306,42,40,MT2007(40)
16/12/2025_07g00_1,,07g00,CS1,B6-304,32,30,ME2113(30)
16/12/2025_07g00_1,,07g00,CS1,B4-302,32,30,MT2007(30)
16/12/2025_07g00_1,,07g00,CS1,B4-303,32,30,MT2007(30)
16/12/2025_07g00_1,,07g00,CS1,B4-305,42,41,"MT2007(30), EE5013(11)"
16/12/2025_07g00_1,,07g00,CS1,B4-403,32,28,MT2007(28)
16/12/2025_07g00_1,,07g00,CS1,B4-501,42,40,"CI2135(22), TR5005(18)"
16/12/2025_07g00_1,,07g00,CS1,B4-402,32,21,MT2007(21)
16/12/2025_07g00_1,,07g00,CS1,B4-502,42,27,"ME5003(14), CO3007(13)"
16/12/2025_07g00_2,,07g00,CS2,H6-GD,250,89,"CO3007(49), TR4051(20), MA4119(12), GE1021(8)"
16/12/2025_07g00_2,,07g00,CS2,H6-208,62,44,CO3007(44)
16/12/2025_07g00_2,,07g00,CS2,H6-201,63,40,CO3007(40)
16/12/2025_07g00_2,,07g00,CS2,H6-205,62,40,CO3007(40)
16/12/2025_07g00_2,,07g00,CS2,H6-206,42,39,CO3007(39)
16/12/2025_09g30_1,,09g30,CS1,B5-GD,130,93,"LA2017(41), MT1005(32), CO3059(20)"
16/12/2025_09g30_1,,09g30,CS1,B4-405,32,30,LA2017(30)
16/12/2025_09g30_1,,09g30,CS1,B4-305,42,30,MT1005(30)
16/12/2025_09g30_1,,09g30,CS1,B4-302,32,29,MT1005(29)
16/12/2025_09g30_1,,09g30,CS1,B4-303,32,29,MT1005(29)
16/12/2025_09g30_1,,09g30,CS1,B4-403,32,26,LA2017(26)
16/12/2025_09g30_1,,09g30,CS1,B4-301,32,19,MT1005(19)
16/12/2025_09g30_2,,09g30,CS2,H6-GD,250,139,"MT1005(42), CO3059(40), CH4139(30), EE3121(27)"
16/12/2025_09g30_2,,09g30,CS2,H6-113,68,62,"MT1005(41), CO3059(21)"
16/12/2025_09g30_2,,09g30,CS2,H6-109,42,40,MT1005(40)
16/12/2025_09g30_2,,09g30,CS2,H6-112,42,40,MT1005(40)
16/12/2025_09g30_2,,09g30,CS2,H6-201,63,40,MT1005(40)
16/12/2025_09g30_2,,09g30,CS2,H6-208,62,40,MT1005(40)
16/12/2025_09g30_2,,09g30,CS2,H6-210,42,40,MT1005(40)
16/12/2025_09g30_2,,09g30,CS2,H6-305,68,40,MT1005(40)
16/12/2025_09g30_2,,09g30,CS2,H6-110,42,39,MT1005(39)
16/12/2025_09g30_2,,09g30,CS2,H6-206,42,39,MT1005(39)
16/12/2025_09g30_2,,09g30,CS2,H6-211,66,39,MT1005(39)
16/12/2025_09g30_2,,09g30,CS2,H6-214,42,39,MT1005(39)
16/12/2025_09g30_2,,09g30,CS2,H6-212,42,38,MT1005(38)
16/12/2025_09g30_2,,09g30,CS2,H6-213,42,38,MT1005(38)
16/12/2025_13g00_1,,13g00,CS1,B5-GD,130,88,"CO3017(44), SP1033(44)"
16/12/2025_13g00_1,,13g00,CS1,B4-305,42,41,SP1033(41)
16/12/2025_13g00_1,,13g00,CS1,B4-501,42,38,SP1033(38)
16/12/2025_13g00_1,,13g00,CS1,B4-502,42,34,SP1033(34)
16/12/2025_13g00_1,,13g00,CS1,B4-301,32,30,SP1033(30)
16/12/2025_13g00_1,,13g00,CS1,B4-302,32,30,SP1033(30)
16/12/2025_13g00_1,,13g00,CS1,B4-303,32,30,SP1033(30)
16/12/2025_13g00_1,,13g00,CS1,B4-306,42,30,SP1033(30)
16/12/2025_13g00_1,,13g00,CS1,B4-401,32,30,SP1033(30)
16/12/2025_13g00_1,,13g00,CS1,B4-402,32,30,SP1033(30)
16/12/2025_13g00_1,,13g00,CS1,B4-405,32,30,SP1033(30)
16/12/2025_13g00_1,,13g00,CS1,B4-403,32,29,SP1033(29)
16/12/2025_13g00_1,,13g00,CS1,B4-504,32,29,SP1033(29)
16/12/2025_13g00_1,,13g00,CS1,B1-305,38,28,CO3017(28)
16/12/2025_13g00_1,,13g00,CS1,B1-311,42,28,SP1033(28)
16/12/2025_13g00_1,,13g00,CS1,B1-308,38,21,SP1033(21)
16/12/2025_13g00_1,,13g00,CS1,B1-309,30,20,SP1033(20)
16/12/2025_13g00_2,,13g00,CS2,H6-GD,250,211,"CI2145(47), SP1033(44), CO3017(40), EE3085(40), ME4533(40)"
16/12/2025_13g00_2,,13g00,CS2,H2-205,62,61,"CI2145(40), ME4533(21)"
16/12/2025_13g00_2,,13g00,CS2,H6-811,79,79,"CO3017(40), SP1033(39)"
16/12/2025_13g00_2,,13g00,CS2,H6-109,42,40,SP1033(40)
16/12/2025_13g00_2,,13g00,CS2,H6-113,68,60,"SP1033(40), EE3085(20)"
16/12/2025_13g00_2,,13g00,CS2,H6-201,63,40,SP1033(40)
16/12/2025_13g00_2,,13g00,CS2,H6-205,62,40,SP1033(40)
16/12/2025_13g00_2,,13g00,CS2,H6-206,42,40,SP1033(40)
16/12/2025_13g00_2,,13g00,CS2,H6-210,42,40,SP1033(40)
16/12/2025_13g00_2,,13g00,CS2,H6-311,71,40,SP1033(40)
16/12/2025_13g00_2,,13g00,CS2,H6-405,63,40,SP1033(40)
16/12/2025_13g00_2,,13g00,CS2,H6-412,65,40,SP1033(40)
16/12/2025_13g00_2,,13g00,CS2,H6-504,56,40,SP1033(40)
16/12/2025_13g00_2,,13g00,CS2,H6-506,55,40,SP1033(40)
16/12/2025_13g00_2,,13g00,CS2,H6-510,54,40,SP1033(40)
16/12/2025_13g00_2,,13g00,CS2,H6-512,55,40,SP1033(40)
16/12/2025_13g00_2,,13g00,CS2,H6-514,57,40,SP1033(40)
16/12/2025_13g00_2,,13g00,CS2,H6-516,60,40,SP1033(40)
16/12/2025_13g00_2,,13g00,CS2,H6-802,63,39,CO3017(39)
16/12/2025_13g00_2,,13g00,CS2,H6-112,42,39,SP1033(39)
16/12/2025_13g00_2,,13g00,CS2,H6-208,62,39,SP1033(39)
16/12/2025_13g00_2,,13g00,CS2,H6-212,42,39,SP1033(39)
16/12/2025_13g00_2,,13g00,CS2,H6-305,68,39,SP1033(39)
16/12/2025_13g00_2,,13g00,CS2,H6-310,42,39,SP1033(39)
16/12/2025_13g00_2,,13g00,CS2,H6-312,42,39,SP1033(39)
16/12/2025_13g00_2,,13g00,CS2,H6-313,42,39,SP1033(39)
16/12/2025_13g00_2,,13g00,CS2,H6-415,42,39,SP1033(39)
16/12/2025_13g00_2,,13g00,CS2,H6-411,42,37,SP1033(37)
16/12/2025_13g00_2,,13g00,CS2,H6-413,42,36,SP1033(36)
16/12/2025_15g30_1,,15g30,CS1,B5-GD,130,119,"ME4217(45), TR4085(42), CH3015(26), EE3009(6)"
16/12/2025_15g30_1,,15g30,CS1,B4-405,32,30,ME4217(30)
16/12/2025_15g30_1,,15g30,CS1,B4-403,32,28,ME4217(28)
16/12/2025_15g30_1,,15g30,CS1,B4-302,32,22,CH3015(22)
16/12/2025_15g30_2,,15g30,CS2,H6-GD,250,176,"EE3009(43), ME4217(40), TR4085(40), EE3007(27), CH3015(26)"
16/12/2025_15g30_2,,15g30,CS2,H6-208,62,40,ME4217(40)
16/12/2025_15g30_2,,15g30,CS2,H6-110,42,40,TR4085(40)
16/12/2025_15g30_2,,15g30,CS2,H6-113,68,65,"TR4085(40), CH3015(25)"
16/12/2025_15g30_2,,15g30,CS2,H6-305,68,63,"EE3009(38), CH3015(25)"
16/12/2025_15g30_2,,15g30,CS2,H6-112,42,38,TR4085(38)
16/12/2025_15g30_2,,15g30,CS2,H6-514,57,48,"CH3015(25), ME4217(23)"
16/12/2025_15g30_2,,15g30,CS2,H6-506,55,24,CH3015(24)
17/12/2025_07g00_1,,07g00,CS1,B5-GD,130,130,"SP1007(43), CO3037(40), EE3091(36), MA4141(11)"
17/12/2025_07g00_1,,07g00,CS1,B1-306,44,42,SP1007(42)
17/12/2025_07g00_1,,07g00,CS1,B4-306,42,41,"EE3091(36), MA4189(5)"
17/12/2025_07g00_1,,07g00,CS1,B6-306,42,35,PH2005(35)
17/12/2025_07g00_1,,07g00,CS1,B1-311,42,33,SP1007(33)
17/12/2025_07g00_1,,07g00,CS1,B6-302,32,31,PH2005(31)
17/12/2025_07g00_1,,07g00,CS1,B1-212,38,31,SP1007(31)
17/12/2025_07g00_1,,07g00,CS1,B1-213,38,31,SP1007(31)
17/12/2025_07g00_1,,07g00,CS1,B4-405,32,30,CO3037(30)
17/12/2025_07g00_1,,07g00,CS1,B4-403,32,30,EE3069(30)
17/12/2025_07g00_1,,07g00,CS1,B6-303,32,30,PH2005(30)
17/12/2025_07g00_1,,07g00,CS1,B6-304,32,30,PH2005(30)
17/12/2025_07g00_1,,07g00,CS1,B6-305,32,30,PH2005(30)
17/12/2025_07g00_1,,07g00,CS1,B1-301,30,30,SP1007(30)
17/12/2025_07g00_1,,07g00,CS1,B1-302,30,30,SP1007(30)
17/12/2025_07g00_1,,07g00,CS1,B1-303,30,30,SP1007(30)
17/12/2025_07g00_1,,07g00,CS1,B1-305,38,30,SP1007(30)
17/12/2025_07g00_1,,07g00,CS1,B1-308,38,30,SP1007(30)
17/12/2025_07g00_1,,07g00,CS1,B1-309,30,30,SP1007(30)
17/12/2025_07g00_1,,07g00,CS1,B1-313,30,30,SP1007(30)
17/12/2025_07g00_1,,07g00,CS1,B1-314,30,30,SP1007(30)
17/12/2025_07g00_1,,07g00,CS1,B1-315,30,30,SP1007(30)
17/12/2025_07g00_1,,07g00,CS1,B4-401,32,30,TR4081(30)
17/12/2025_07g00_1,,07g00,CS1,B4-301,32,30,TR4089(30)
17/12/2025_07g00_1,,07g00,CS1,B4-303,32,29,EE3091(29)
17/12/2025_07g00_1,,07g00,CS1,B1-203,32,26,SP1007(26)
17/12/2025_07g00_1,,07g00,CS1,B4-402,32,25,TR4047(25)
17/12/2025_07g00_1,,07g00,CS1,B6-301,26,22,PH2005(22)
17/12/2025_07g00_1,,07g00,CS1,B4-502,42,39,"MA2015(21), EE4451(18)"
17/12/2025_07g00_1,,07g00,CS1,B1-210,25,15,EE3043(15)
17/12/2025_07g00_1,,07g00,CS1,B1-211,17,15,IM4019(15)
17/12/2025_07g00_1,,07g00,CS1,B4-302,32,29,"TR4089(15), EN3209(14)"
17/12/2025_07g00_1,,07g00,CS1,B1-310,17,14,ME5005(14)
17/12/2025_07g00_2,,07g00,CS2,H6-GD,250,250,"EE3069(55), SP1007(49), TR4089(46), EN3209(42), CI3241(41), TR3017(17)"
