"NUM_SLOTS_(DATE_ONLY,TIME)",DEMAND_CS1,DEMAND_CS2,DEMAND_TOTAL,ALLOCATED_CS1,ALLOCATED_CS2,ALLOCATED_TOTAL,UNASSIGNED_CS1,UNASSIGNED_CS2,UNASSIGNED_TOTAL,PCT_ALLOCATED_%,PCT_UNASSIGNED_%,ROOMS_INVENTORY_CS1,ROOMS_INVENTORY_CS2,ROOMS_INVENTORY_TOTAL,ROOM_TIMES_USED_CS1_SUM,ROOM_TIMES_USED_CS2_SUM,ROOM_TIMES_USED_TOTAL_SUM,PEAK_CONCURRENT_ROOMS_USED,TOTAL_CAPACITY_USED_SUM,TOTAL_STUDENTS_IN_USED_ROOMS_SUM,WEIGHTED_UTILIZATION_USED_ROOMS,DUMMY_ROOMS_ADDED,DUMMY_PRIORITY
81,39245,76396,115641,39245,76396,115641,0,0,0,100.0,0.0,77,99,176,756,754,1510,69,122706,115641,0.9424,NTD@CS2(300); H6-GD@CS2(250); B5-GD@CS1(130),YES (dummy rooms processed first)
