TOTAL_EXAM_SLOTS_(KEY),TOTAL_ROOMS_BEFORE,TOTAL_ROOMS_AFTER,TOTAL_ROOMS_SAVED,PCT_ROOMS_SAVED_%,DUMMY_PRIORITY,DUMMY_ROOMS
148,3392,2006,1386,40.86,YES,H6-GD@CS2(250); B5-GD@CS1(130)
