KEY,DATE_ONLY,CAMPUS,TARGET ROOM,ROOM EXAM CAPACITY,TOTAL STUDENTS,COURSES MERGED,UTILIZATION
25/12/2025_07g00_2,2025-12-25,CS2,H6-512,105,105,"CO1023(40), CH2021(40), CI4143(25)",1.0
25/12/2025_07g00_2,2025-12-25,CS2,H6-514,108,108,"CO1023(40), CH2021(40), ME4605(28)",1.0
25/12/2025_07g00_2,2025-12-25,CS2,H6-516,114,112,"CO1023(40), CH2021(40), TR3025(32)",0.9824561403508771
25/12/2025_07g00_2,2025-12-25,CS2,H6-313,80,80,"CH2021(40), EE2011(40)",1.0
25/12/2025_07g00_2,2025-12-25,CS2,H6-405,120,120,"CH2021(40), EE2011(40), EE3065(40)",1.0
25/12/2025_07g00_2,2025-12-25,CS2,H2-302,117,116,"EE3065(40), EN1001(40), CH2021(36)",0.9914529914529915
25/12/2025_07g00_2,2025-12-25,CS2,H2-304,93,80,"EE3065(40), EN1001(40)",0.8602150537634409
25/12/2025_07g00_2,2025-12-25,CS2,H2-404,93,80,"IM1007(40), ME2091(40)",0.8602150537634409
25/12/2025_07g00_2,2025-12-25,CS2,H6-110,80,80,"ME2091(40), ME4073(40)",1.0
25/12/2025_07g00_2,2025-12-25,CS2,H6-112,80,79,"ME2091(40), CI4163(39)",0.9875
25/12/2025_07g00_2,2025-12-25,CS2,H6-201,120,118,"ME2091(40), CO1023(39), EE2011(39)",0.9833333333333333
25/12/2025_07g00_2,2025-12-25,CS2,H6-205,117,105,"ME2091(40), IU3059(35), CH2021(30)",0.8974358974358975
25/12/2025_07g00_2,2025-12-25,CS2,H6-206,80,67,"ME2091(40), EE2011(27)",0.8375
25/12/2025_07g00_2,2025-12-25,CS2,H6-208,117,109,"ME2091(40), ME4063(27), CH2021(22), CH3425(20)",0.9316239316239316
25/12/2025_07g00_2,2025-12-25,CS2,H6-210,80,57,"ME2091(39), CI2045(18)",0.7125
25/12/2025_07g00_2,2025-12-25,CS2,H6-211,126,39,ME2091(39),0.30952380952380953
25/12/2025_07g00_2,2025-12-25,CS2,H6-212,80,39,ME2091(39),0.4875
25/12/2025_07g00_2,2025-12-25,CS2,H6-213,80,15,ME2091(15),0.1875
25/12/2025_09g30_1,2025-12-25,CS1,B5-GD,130,87,"EE2003(44), MA1001(43)",0.6692307692307692
25/12/2025_09g30_1,2025-12-25,CS1,B4-502,80,65,"MA1001(35), EE2003(30)",0.8125
25/12/2025_09g30_1,2025-12-25,CS1,B4-403,60,27,EE2003(27),0.45
25/12/2025_09g30_2,2025-12-25,CS2,H6-GD,250,81,"EE2003(41), MA1001(40)",0.324
25/12/2025_09g30_2,2025-12-25,CS2,H6-205,117,81,"EE2003(41), MA1001(40)",0.6923076923076923
25/12/2025_09g30_2,2025-12-25,CS2,H6-206,80,80,"EE2003(40), MA1001(40)",1.0
25/12/2025_09g30_2,2025-12-25,CS2,H6-208,117,80,"EE2003(40), MA1001(40)",0.6837606837606838
25/12/2025_09g30_2,2025-12-25,CS2,H6-210,80,60,"EE2003(39), MA1001(21)",0.75
25/12/2025_09g30_2,2025-12-25,CS2,H6-211,126,39,EE2003(39),0.30952380952380953
25/12/2025_13g00_1,2025-12-25,CS1,B5-GD,130,129,"CH1005(39), CO3069(30), ME2051(30), ME2131(30)",0.9923076923076923
25/12/2025_13g00_1,2025-12-25,CS1,B4-303,60,60,"ME2051(30), ME4025(30)",1.0
25/12/2025_13g00_1,2025-12-25,CS1,B6-302,60,46,"CH3331(23), MT1023(23)",0.7666666666666667
25/12/2025_13g00_1,2025-12-25,CS1,B4-403,60,59,"ME2131(20), ME4025(20), CO3069(19)",0.9833333333333333
25/12/2025_13g00_1,2025-12-25,CS1,B6-301,50,36,"CH3331(19), IM2033(17)",0.72
25/12/2025_13g00_1,2025-12-25,CS1,B4-301,60,16,ME2051(16),0.26666666666666666
25/12/2025_13g00_2,2025-12-25,CS2,H6-GD,250,241,"ME2131(56), CH1005(52), IM2033(48), CH3331(43), CO3069(42)",0.964
25/12/2025_13g00_2,2025-12-25,CS2,H6-113,129,122,"ME1015(42), CO3069(40), CH3331(40)",0.9457364341085271
25/12/2025_13g00_2,2025-12-25,CS2,H6-109,80,80,"ME1015(40), ME2051(40)",1.0
25/12/2025_13g00_2,2025-12-25,CS2,H6-208,117,114,"ME2051(40), ME2131(40), CI3043(34)",0.9743589743589743
25/12/2025_13g00_2,2025-12-25,CS2,H6-110,80,69,"ME1015(39), ME2051(30)",0.8625
25/12/2025_13g00_2,2025-12-25,CS2,H6-112,80,69,"ME1015(39), ME2051(30)",0.8625
25/12/2025_13g00_2,2025-12-25,CS2,H6-213,80,53,"CH3331(29), EE3213(24)",0.6625
25/12/2025_15g30_1,2025-12-25,CS1,B5-GD,130,94,"LA1051(50), LA1011(44)",0.7230769230769231
25/12/2025_15g30_1,2025-12-25,CS1,B4-406,108,85,"LA1051(48), LA1011(37)",0.7870370370370371
25/12/2025_15g30_1,2025-12-25,CS1,B4-502,80,36,LA1011(36),0.45
25/12/2025_15g30_1,2025-12-25,CS1,B4-501,80,32,LA1011(32),0.4
25/12/2025_15g30_1,2025-12-25,CS1,B4-303,60,25,LA1011(25),0.4166666666666667
25/12/2025_15g30_2,2025-12-25,CS2,H6-GD,250,40,EE3001(40),0.16
25/12/2025_15g30_2,2025-12-25,CS2,H6-110,80,33,EE3001(33),0.4125
25/12/2025_18g15_1,2025-12-25,CS1,B5-GD,130,123,"CH5601(34), CO5085(30), CO5119(30), CI5451(29)",0.9461538461538461
25/12/2025_18g15_1,2025-12-25,CS1,B4-303,60,53,"CO5119(30), CO5085(23)",0.8833333333333333
25/12/2025_18g15_1,2025-12-25,CS1,B4-301,60,59,"CO5119(23), IM5109(22), CI5245(14)",0.9833333333333333
25/12/2025_18g15_1,2025-12-25,CS1,B4-405,60,51,"CH5685(21), IM5113(17), CH5719(13)",0.85
26/12/2025_07g00_1,2025-12-26,CS1,B5-GD,130,116,"CH1003(46), EE3003(24), CI3061(21), CO3021(21), MA3101(4)",0.8923076923076924
26/12/2025_07g00_1,2025-12-26,CS1,B4-406,108,64,"CH1003(45), CH3389(19)",0.5925925925925926
26/12/2025_07g00_1,2025-12-26,CS1,C4-502,80,41,CH1003(41),0.5125
26/12/2025_07g00_1,2025-12-26,CS1,B4-305,80,40,CH1003(40),0.5
26/12/2025_07g00_1,2025-12-26,CS1,B4-502,80,38,CH1003(38),0.475
26/12/2025_07g00_1,2025-12-26,CS1,B4-501,80,37,CH1003(37),0.4625
26/12/2025_07g00_1,2025-12-26,CS1,B6-306,80,37,CH1003(37),0.4625
26/12/2025_07g00_1,2025-12-26,CS1,C4-301,80,36,CH1003(36),0.45
26/12/2025_07g00_1,2025-12-26,CS1,C4-304,80,36,CH1003(36),0.45
26/12/2025_07g00_1,2025-12-26,CS1,B4-405,60,35,CH1003(35),0.5833333333333334
26/12/2025_07g00_1,2025-12-26,CS1,B4-306,80,34,CH1003(34),0.425
26/12/2025_07g00_1,2025-12-26,CS1,C4-402,80,34,CH1003(34),0.425
26/12/2025_07g00_1,2025-12-26,CS1,C4-403,80,34,CH1003(34),0.425
26/12/2025_07g00_1,2025-12-26,CS1,B4-301,60,33,CH1003(33),0.55
26/12/2025_07g00_1,2025-12-26,CS1,B1-208,84,30,CH1003(30),0.35714285714285715
26/12/2025_07g00_1,2025-12-26,CS1,B1-212,72,30,CH1003(30),0.4166666666666667
26/12/2025_07g00_1,2025-12-26,CS1,B1-213,72,30,CH1003(30),0.4166666666666667
26/12/2025_07g00_1,2025-12-26,CS1,B1-301,56,30,CH1003(30),0.5357142857142857
26/12/2025_07g00_1,2025-12-26,CS1,B1-302,56,30,CH1003(30),0.5357142857142857
26/12/2025_07g00_1,2025-12-26,CS1,B1-305,72,30,CH1003(30),0.4166666666666667
26/12/2025_07g00_1,2025-12-26,CS1,B1-306,84,30,CH1003(30),0.35714285714285715
26/12/2025_07g00_1,2025-12-26,CS1,B1-308,72,30,CH1003(30),0.4166666666666667
26/12/2025_07g00_1,2025-12-26,CS1,B1-309,56,30,CH1003(30),0.5357142857142857
26/12/2025_07g00_1,2025-12-26,CS1,B1-311,80,30,CH1003(30),0.375
26/12/2025_07g00_1,2025-12-26,CS1,B1-313,56,30,CH1003(30),0.5357142857142857
26/12/2025_07g00_1,2025-12-26,CS1,B1-314,56,30,CH1003(30),0.5357142857142857
26/12/2025_07g00_1,2025-12-26,CS1,B4-403,60,30,CH1003(30),0.5
26/12/2025_07g00_1,2025-12-26,CS1,B6-302,60,30,CH1003(30),0.5
26/12/2025_07g00_1,2025-12-26,CS1,B6-303,60,30,CH1003(30),0.5
26/12/2025_07g00_1,2025-12-26,CS1,B6-304,60,30,CH1003(30),0.5
26/12/2025_07g00_1,2025-12-26,CS1,B6-305,60,30,CH1003(30),0.5
26/12/2025_07g00_1,2025-12-26,CS1,B1-303,56,29,CH1003(29),0.5178571428571429
26/12/2025_07g00_1,2025-12-26,CS1,B1-315,56,29,CH1003(29),0.5178571428571429
26/12/2025_07g00_1,2025-12-26,CS1,B4-504,60,29,CH1003(29),0.48333333333333334
26/12/2025_07g00_1,2025-12-26,CS1,B4-401,60,27,CH1003(27),0.45
26/12/2025_07g00_1,2025-12-26,CS1,B6-301,50,25,CH1003(25),0.5
26/12/2025_07g00_1,2025-12-26,CS1,B4-302,60,19,CH1003(19),0.31666666666666665
26/12/2025_07g00_1,2025-12-26,CS1,B4-402,60,19,CH1003(19),0.31666666666666665
26/12/2025_07g00_1,2025-12-26,CS1,B4-303,60,14,CH1003(14),0.23333333333333334
26/12/2025_07g00_2,2025-12-26,CS2,H6-GD,250,234,"CH1003(64), CH3389(47), EE3003(42), CO3021(41), CI3061(40)",0.936
26/12/2025_07g00_2,2025-12-26,CS2,H2-202,117,116,"CH1003(51), CO3021(40), MA3101(25)",0.9914529914529915
26/12/2025_07g00_2,2025-12-26,CS2,H2-205,117,108,"CH1003(48), CH3389(40), ME3229(20)",0.9230769230769231
26/12/2025_07g00_2,2025-12-26,CS2,H2-206,156,142,"CH1003(43), EE3003(40), MA3101(40), CI3061(19)",0.9102564102564102
26/12/2025_07g00_2,2025-12-26,CS2,H2-207,135,122,"CH1003(43), EE3003(40), ME3229(39)",0.9037037037037037
26/12/2025_07g00_2,2025-12-26,CS2,H2-301,156,119,"CH1003(43), EE3003(40), CI3061(36)",0.7628205128205128
26/12/2025_07g00_2,2025-12-26,CS2,H2-302,117,81,"CH1003(41), EE3003(40)",0.6923076923076923
26/12/2025_07g00_2,2025-12-26,CS2,H2-304,93,74,"CH1003(40), EE3003(34)",0.7956989247311828
26/12/2025_07g00_2,2025-12-26,CS2,H2-306,156,70,"CH1003(40), EE3003(30)",0.44871794871794873
26/12/2025_07g00_2,2025-12-26,CS2,H2-307,117,40,CH1003(40),0.3418803418803419
26/12/2025_07g00_2,2025-12-26,CS2,H2-401,156,40,CH1003(40),0.2564102564102564
26/12/2025_07g00_2,2025-12-26,CS2,H2-403,93,40,CH1003(40),0.43010752688172044
26/12/2025_07g00_2,2025-12-26,CS2,H2-404,93,40,CH1003(40),0.43010752688172044
26/12/2025_07g00_2,2025-12-26,CS2,H2-406,156,40,CH1003(40),0.2564102564102564
26/12/2025_07g00_2,2025-12-26,CS2,H2-407,84,40,CH1003(40),0.47619047619047616
26/12/2025_07g00_2,2025-12-26,CS2,H6-109,80,40,CH1003(40),0.5
26/12/2025_07g00_2,2025-12-26,CS2,H6-110,80,40,CH1003(40),0.5
26/12/2025_07g00_2,2025-12-26,CS2,H6-113,129,40,CH1003(40),0.31007751937984496
26/12/2025_07g00_2,2025-12-26,CS2,H6-201,120,40,CH1003(40),0.3333333333333333
26/12/2025_07g00_2,2025-12-26,CS2,H6-205,117,40,CH1003(40),0.3418803418803419
26/12/2025_07g00_2,2025-12-26,CS2,H6-206,80,40,CH1003(40),0.5
26/12/2025_07g00_2,2025-12-26,CS2,H6-208,117,40,CH1003(40),0.3418803418803419
26/12/2025_07g00_2,2025-12-26,CS2,H6-210,80,40,CH1003(40),0.5
26/12/2025_07g00_2,2025-12-26,CS2,H6-211,126,40,CH1003(40),0.31746031746031744
26/12/2025_07g00_2,2025-12-26,CS2,H6-305,129,40,CH1003(40),0.31007751937984496
26/12/2025_07g00_2,2025-12-26,CS2,H6-308,144,40,CH1003(40),0.2777777777777778
26/12/2025_07g00_2,2025-12-26,CS2,H6-311,135,40,CH1003(40),0.2962962962962963
26/12/2025_07g00_2,2025-12-26,CS2,H6-405,120,40,CH1003(40),0.3333333333333333
26/12/2025_07g00_2,2025-12-26,CS2,H6-412,123,40,CH1003(40),0.3252032520325203
26/12/2025_07g00_2,2025-12-26,CS2,H6-504,106,40,CH1003(40),0.37735849056603776
26/12/2025_07g00_2,2025-12-26,CS2,H6-506,105,40,CH1003(40),0.38095238095238093
26/12/2025_07g00_2,2025-12-26,CS2,H6-510,102,40,CH1003(40),0.39215686274509803
26/12/2025_07g00_2,2025-12-26,CS2,H6-512,105,40,CH1003(40),0.38095238095238093
26/12/2025_07g00_2,2025-12-26,CS2,H6-516,114,40,CH1003(40),0.3508771929824561
26/12/2025_07g00_2,2025-12-26,CS2,H6-112,80,39,CH1003(39),0.4875
26/12/2025_07g00_2,2025-12-26,CS2,H6-212,80,39,CH1003(39),0.4875
26/12/2025_07g00_2,2025-12-26,CS2,H6-213,80,39,CH1003(39),0.4875
26/12/2025_07g00_2,2025-12-26,CS2,H6-514,108,39,CH1003(39),0.3611111111111111
26/12/2025_07g00_2,2025-12-26,CS2,H6-214,80,35,CH1003(35),0.4375
26/12/2025_07g00_2,2025-12-26,CS2,H6-306,80,34,CH1003(34),0.425
26/12/2025_07g00_2,2025-12-26,CS2,H6-310,80,33,CH1003(33),0.4125
26/12/2025_07g00_2,2025-12-26,CS2,H6-312,80,32,CH1003(32),0.4
26/12/2025_07g00_2,2025-12-26,CS2,H6-313,80,32,CH1003(32),0.4
26/12/2025_07g00_2,2025-12-26,CS2,H6-411,80,31,CH1003(31),0.3875
26/12/2025_07g00_2,2025-12-26,CS2,H6-413,80,30,CH1003(30),0.375
26/12/2025_07g00_2,2025-12-26,CS2,H6-414,80,29,CH1003(29),0.3625
26/12/2025_07g00_2,2025-12-26,CS2,H6-415,80,27,CH1003(27),0.3375
26/12/2025_07g00_2,2025-12-26,CS2,H2-305,63,25,CH1003(25),0.3968253968253968
26/12/2025_09g30_1,2025-12-26,CS1,B5-GD,130,128,"EE2407(40), IM3083(35), EE3405(34), CH4149(19)",0.9846153846153847
26/12/2025_09g30_1,2025-12-26,CS1,B1-305,72,61,"EE2407(31), EE3029(30)",0.8472222222222222
26/12/2025_09g30_1,2025-12-26,CS1,B1-308,72,60,"EE2407(30), EE3095(30)",0.8333333333333334
26/12/2025_09g30_1,2025-12-26,CS1,B1-309,56,53,"EE2407(30), IM1001(23)",0.9464285714285714
26/12/2025_09g30_1,2025-12-26,CS1,B1-311,80,74,"EE2407(30), IM1001(30), EE5019(14)",0.925
26/12/2025_09g30_1,2025-12-26,CS1,B1-313,56,43,"EE2407(30), AS2063(13)",0.7678571428571429
26/12/2025_09g30_1,2025-12-26,CS1,B1-314,56,30,EE2407(30),0.5357142857142857
26/12/2025_09g30_1,2025-12-26,CS1,B1-315,56,30,EE2407(30),0.5357142857142857
26/12/2025_09g30_1,2025-12-26,CS1,B4-305,80,79,"IM1001(29), EE3095(27), EE2407(23)",0.9875
26/12/2025_09g30_1,2025-12-26,CS1,B4-306,80,29,IM1001(29),0.3625
26/12/2025_09g30_1,2025-12-26,CS1,B4-302,60,28,IM1001(28),0.4666666666666667
26/12/2025_09g30_2,2025-12-26,CS2,H6-GD,250,250,"AS2063(52), IM1001(52), EN3013(51), IM3083(49), EE3029(46)",1.0
26/12/2025_09g30_2,2025-12-26,CS2,H6-205,117,117,"IM1001(46), CI3261(43), EE3095(28)",1.0
26/12/2025_09g30_2,2025-12-26,CS2,H6-210,80,77,"EE3029(41), ME4307(36)",0.9625
26/12/2025_09g30_2,2025-12-26,CS2,H6-112,80,80,"CI3261(40), EE3029(40)",1.0
26/12/2025_09g30_2,2025-12-26,CS2,H6-213,80,80,"EE3029(40), IM1001(40)",1.0
26/12/2025_09g30_2,2025-12-26,CS2,H6-214,80,75,"EE3029(40), CI4153(35)",0.9375
26/12/2025_09g30_2,2025-12-26,CS2,H6-308,144,25,IU2003(25),0.1736111111111111
26/12/2025_13g00_1,2025-12-26,CS1,B5-GD,130,115,"LA1005(44), CO3009(37), CH3369(34)",0.8846153846153846
26/12/2025_13g00_1,2025-12-26,CS1,B4-306,80,80,"LA1005(34), CO3009(30), LA0019(16)",1.0
26/12/2025_13g00_1,2025-12-26,CS1,B1-313,56,55,"CO3009(30), CI4189(25)",0.9821428571428571
26/12/2025_13g00_1,2025-12-26,CS1,B1-314,56,51,"CO3009(30), ME3001(21)",0.9107142857142857
26/12/2025_13g00_1,2025-12-26,CS1,B4-303,60,59,"ME3001(30), CI4189(29)",0.9833333333333333
26/12/2025_13g00_1,2025-12-26,CS1,B4-405,60,57,"CH3337(20), ME3001(20), CO3009(17)",0.95
26/12/2025_13g00_2,2025-12-26,CS2,H6-GD,250,249,"LA1005(48), LA0019(44), CO3009(41), CH3337(41), CI4189(40), ME3001(35)",0.996
26/12/2025_13g00_2,2025-12-26,CS2,H6-308,144,128,"LA1005(48), CI4189(40), CO3009(40)",0.8888888888888888
26/12/2025_13g00_2,2025-12-26,CS2,H6-205,117,116,"LA1005(46), CI4189(40), LA0019(30)",0.9914529914529915
26/12/2025_13g00_2,2025-12-26,CS2,H6-208,117,117,"LA1005(45), CO3009(40), LA0019(32)",1.0
26/12/2025_13g00_2,2025-12-26,CS2,H6-211,126,125,"LA1005(45), CO3009(40), CH3337(40)",0.9920634920634921
26/12/2025_13g00_2,2025-12-26,CS2,H1-101,138,124,"LA1005(44), CH3369(40), EE3145(40)",0.8985507246376812
26/12/2025_13g00_2,2025-12-26,CS2,H6-311,135,123,"LA1005(43), EE3145(40), LA0019(40)",0.9111111111111111
26/12/2025_13g00_2,2025-12-26,CS2,H6-201,120,118,"LA1005(41), LA0019(40), EE3145(37)",0.9833333333333333
26/12/2025_13g00_2,2025-12-26,CS2,H6-405,120,116,"LA1005(41), LA0019(40), ME3001(35)",0.9666666666666667
26/12/2025_13g00_2,2025-12-26,CS2,H6-412,123,121,"LA1005(41), LA0019(40), ME3001(40)",0.983739837398374
26/12/2025_13g00_2,2025-12-26,CS2,H6-512,105,104,"LA0019(40), LA1005(40), CH3369(24)",0.9904761904761905
26/12/2025_13g00_2,2025-12-26,CS2,H6-514,108,108,"LA0019(40), LA1005(40), ME3001(28)",1.0
26/12/2025_13g00_2,2025-12-26,CS2,H6-802,120,120,"LA0019(40), LA1005(40), ME3001(40)",1.0
26/12/2025_13g00_2,2025-12-26,CS2,H6-810,120,120,"LA0019(40), LA1005(40), ME3001(40)",1.0
26/12/2025_13g00_2,2025-12-26,CS2,H6-811,150,148,"LA0019(40), LA1005(40), ME3001(40), TR2017(28)",0.9866666666666667
26/12/2025_13g00_2,2025-12-26,CS2,H6-212,80,79,"LA1005(40), LA0019(39)",0.9875
26/12/2025_13g00_2,2025-12-26,CS2,H6-213,80,79,"LA1005(40), LA0019(39)",0.9875
26/12/2025_13g00_2,2025-12-26,CS2,H6-214,80,78,"LA1005(40), LA0019(38)",0.975
26/12/2025_13g00_2,2025-12-26,CS2,H6-306,80,77,"LA1005(40), LA0019(37)",0.9625
26/12/2025_13g00_2,2025-12-26,CS2,H6-310,80,74,"LA1005(40), TR2017(34)",0.925
26/12/2025_13g00_2,2025-12-26,CS2,H6-312,80,72,"LA1005(39), CI3265(33)",0.9
26/12/2025_13g00_2,2025-12-26,CS2,H6-313,80,67,"LA1005(38), ME3001(29)",0.8375
26/12/2025_13g00_2,2025-12-26,CS2,H6-411,80,60,"LA1005(33), CI4189(27)",0.75
26/12/2025_13g00_2,2025-12-26,CS2,H6-413,80,48,"LA1005(28), CI4189(20)",0.6
26/12/2025_15g30_1,2025-12-26,CS1,B5-GD,130,74,"CO4031(43), LA3021(31)",0.5692307692307692
26/12/2025_15g30_1,2025-12-26,CS1,B4-306,80,31,LA3021(31),0.3875
26/12/2025_15g30_1,2025-12-26,CS1,B4-301,60,30,LA3021(30),0.5
26/12/2025_15g30_1,2025-12-26,CS1,B4-302,60,30,LA3021(30),0.5
26/12/2025_15g30_1,2025-12-26,CS1,B4-303,60,30,LA3021(30),0.5
26/12/2025_15g30_1,2025-12-26,CS1,B4-403,60,21,LA3021(21),0.35
26/12/2025_15g30_2,2025-12-26,CS2,H6-GD,250,44,CO4031(44),0.176
26/12/2025_15g30_2,2025-12-26,CS2,H6-110,80,40,CO4031(40),0.5
26/12/2025_15g30_2,2025-12-26,CS2,H6-112,80,40,CO4031(40),0.5
26/12/2025_18g15_1,2025-12-26,CS1,B5-GD,130,79,"CO5125(27), CI5149(18), ME5103(15), CI5147(14), TR5023(5)",0.6076923076923076
26/12/2025_18g15_1,2025-12-26,CS1,B4-301,60,14,CO5125(14),0.23333333333333334
27/12/2025_07g00_1,2025-12-27,CS1,B5-GD,130,51,"LA1003(33), MA3083(18)",0.3923076923076923
27/12/2025_07g00_1,2025-12-27,CS1,B4-303,60,27,LA1003(27),0.45
27/12/2025_07g00_2,2025-12-27,CS2,H6-GD,250,49,LA1003(49),0.196
27/12/2025_07g00_2,2025-12-27,CS2,H6-113,129,40,LA1003(40),0.31007751937984496
27/12/2025_07g00_2,2025-12-27,CS2,H6-201,120,40,LA1003(40),0.3333333333333333
27/12/2025_07g00_2,2025-12-27,CS2,H6-205,117,40,LA1003(40),0.3418803418803419
27/12/2025_07g00_2,2025-12-27,CS2,H6-208,117,40,LA1003(40),0.3418803418803419
27/12/2025_07g00_2,2025-12-27,CS2,H6-211,126,40,LA1003(40),0.31746031746031744
27/12/2025_07g00_2,2025-12-27,CS2,H6-305,129,40,LA1003(40),0.31007751937984496
27/12/2025_07g00_2,2025-12-27,CS2,H6-311,135,40,LA1003(40),0.2962962962962963
27/12/2025_07g00_2,2025-12-27,CS2,H6-504,106,40,LA1003(40),0.37735849056603776
27/12/2025_07g00_2,2025-12-27,CS2,H6-506,105,40,LA1003(40),0.38095238095238093
27/12/2025_07g00_2,2025-12-27,CS2,H6-510,102,40,LA1003(40),0.39215686274509803
27/12/2025_07g00_2,2025-12-27,CS2,H6-512,105,40,LA1003(40),0.38095238095238093
27/12/2025_07g00_2,2025-12-27,CS2,H6-514,108,40,LA1003(40),0.37037037037037035
27/12/2025_07g00_2,2025-12-27,CS2,H6-516,114,40,LA1003(40),0.3508771929824561
27/12/2025_07g00_2,2025-12-27,CS2,H6-405,120,39,LA1003(39),0.325
27/12/2025_07g00_2,2025-12-27,CS2,H6-412,123,39,LA1003(39),0.3170731707317073
27/12/2025_07g00_2,2025-12-27,CS2,H6-109,80,38,LA1003(38),0.475
27/12/2025_07g00_2,2025-12-27,CS2,H6-110,80,38,LA1003(38),0.475
27/12/2025_07g00_2,2025-12-27,CS2,H6-112,80,37,LA1003(37),0.4625
27/12/2025_07g00_2,2025-12-27,CS2,H6-206,80,37,LA1003(37),0.4625
27/12/2025_07g00_2,2025-12-27,CS2,H6-210,80,34,LA1003(34),0.425
27/12/2025_07g00_2,2025-12-27,CS2,H6-212,80,33,LA1003(33),0.4125
27/12/2025_07g00_2,2025-12-27,CS2,H6-213,80,32,LA1003(32),0.4
27/12/2025_07g00_2,2025-12-27,CS2,H6-214,80,32,LA1003(32),0.4
27/12/2025_07g00_2,2025-12-27,CS2,H6-306,80,32,LA1003(32),0.4
27/12/2025_07g00_2,2025-12-27,CS2,H6-312,80,32,LA1003(32),0.4
27/12/2025_07g00_2,2025-12-27,CS2,H6-310,80,31,LA1003(31),0.3875
27/12/2025_07g00_2,2025-12-27,CS2,H6-313,80,31,LA1003(31),0.3875
27/12/2025_07g00_2,2025-12-27,CS2,H6-411,80,30,LA1003(30),0.375
27/12/2025_07g00_2,2025-12-27,CS2,H6-413,80,29,LA1003(29),0.3625
27/12/2025_09g30_1,2025-12-27,CS1,B5-GD,130,86,"GK5035(44), CH4079(42)",0.6615384615384615
27/12/2025_09g30_1,2025-12-27,CS1,B4-502,80,63,"CH4079(33), GK5035(30)",0.7875
27/12/2025_09g30_1,2025-12-27,CS1,B4-301,60,60,"CH4079(30), GK5035(30)",1.0
27/12/2025_09g30_1,2025-12-27,CS1,B4-302,60,60,"CH4079(30), GK5035(30)",1.0
27/12/2025_09g30_1,2025-12-27,CS1,B4-303,60,60,"CH4079(30), GK5035(30)",1.0
27/12/2025_09g30_1,2025-12-27,CS1,B4-504,60,26,CH4079(26),0.43333333333333335
27/12/2025_09g30_2,2025-12-27,CS2,H6-GD,250,86,"CH4079(46), EN2033(40)",0.344
27/12/2025_09g30_2,2025-12-27,CS2,H6-201,120,76,"CH4079(45), EN2033(31)",0.6333333333333333
27/12/2025_09g30_2,2025-12-27,CS2,H6-211,126,45,CH4079(45),0.35714285714285715
27/12/2025_09g30_2,2025-12-27,CS2,H6-205,117,44,CH4079(44),0.37606837606837606
27/12/2025_09g30_2,2025-12-27,CS2,H6-208,117,44,CH4079(44),0.37606837606837606
27/12/2025_09g30_2,2025-12-27,CS2,H6-109,80,41,CH4079(41),0.5125
27/12/2025_09g30_2,2025-12-27,CS2,H6-110,80,41,CH4079(41),0.5125
27/12/2025_09g30_2,2025-12-27,CS2,H6-112,80,40,CH4079(40),0.5
27/12/2025_09g30_2,2025-12-27,CS2,H6-206,80,40,CH4079(40),0.5
27/12/2025_09g30_2,2025-12-27,CS2,H6-210,80,40,CH4079(40),0.5
27/12/2025_13g00_1,2025-12-27,CS1,B5-GD,130,129,"CO3005(30), CH2027(30), IM5065(22), ME5259(20), CI5779(19), CI5273(8)",0.9923076923076923
27/12/2025_13g00_1,2025-12-27,CS1,B4-302,60,60,"CO3005(29), CH2027(23), TR5065(8)",1.0
27/12/2025_13g00_1,2025-12-27,CS1,B4-403,60,55,"CH5767(19), CO3005(18), CO5083(18)",0.9166666666666666
27/12/2025_13g00_1,2025-12-27,CS1,B4-502,80,27,"CI5141(17), ME5079(10)",0.3375
27/12/2025_13g00_2,2025-12-27,CS2,H6-GD,250,133,"EE3169(47), CO3005(46), CH2027(40)",0.532
27/12/2025_13g00_2,2025-12-27,CS2,H6-514,108,84,"CO3005(45), CH2027(39)",0.7777777777777778
27/12/2025_13g00_2,2025-12-27,CS2,H6-504,106,83,"CO3005(44), CH2027(39)",0.7830188679245284
27/12/2025_13g00_2,2025-12-27,CS2,H6-506,105,73,"CO3005(40), CH2027(33)",0.6952380952380952
27/12/2025_13g00_2,2025-12-27,CS2,H6-510,102,40,CO3005(40),0.39215686274509803
27/12/2025_13g00_2,2025-12-27,CS2,H6-512,105,40,CO3005(40),0.38095238095238093
27/12/2025_15g30_1,2025-12-27,CS1,B5-GD,130,66,"GK5933(35), GE1013(31)",0.5076923076923077
27/12/2025_15g30_1,2025-12-27,CS1,B4-405,60,60,"GE1013(30), GK5933(30)",1.0
27/12/2025_15g30_1,2025-12-27,CS1,B4-403,60,22,GE1013(22),0.36666666666666664
27/12/2025_15g30_1,2025-12-27,CS1,B4-402,60,14,GE1013(14),0.23333333333333334
27/12/2025_15g30_1,2025-12-27,CS1,B4-401,60,7,GE1013(7),0.11666666666666667
27/12/2025_15g30_2,2025-12-27,CS2,H6-GD,250,48,GE1013(48),0.192
27/12/2025_15g30_2,2025-12-27,CS2,H6-201,120,40,GE1013(40),0.3333333333333333
27/12/2025_15g30_2,2025-12-27,CS2,H6-205,117,40,GE1013(40),0.3418803418803419
27/12/2025_15g30_2,2025-12-27,CS2,H6-206,80,40,GE1013(40),0.5
