KEY,DATE_ONLY,CAMPUS,TARGET ROOM,ROOM EXAM CAPACITY,TOTAL STUDENTS,COURSES MERGED,UTILIZATION
27/12/2025_15g30_2,2025-12-27,CS2,H6-208,117,40,GE1013(40),0.3418803418803419
27/12/2025_15g30_2,2025-12-27,CS2,H6-210,80,40,GE1013(40),0.5
27/12/2025_15g30_2,2025-12-27,CS2,H6-212,80,34,GE1013(34),0.425
28/12/2025_07g00_1,2025-12-28,CS1,B5-GD,130,30,IM1023(30),0.23076923076923078
28/12/2025_07g00_1,2025-12-28,CS1,B4-305,80,30,IM1023(30),0.375
28/12/2025_07g00_1,2025-12-28,CS1,B4-306,80,29,IM1023(29),0.3625
28/12/2025_07g00_1,2025-12-28,CS1,B4-302,60,19,IM1023(19),0.31666666666666665
28/12/2025_07g00_1,2025-12-28,CS1,B4-303,60,19,IM1023(19),0.31666666666666665
28/12/2025_07g00_2,2025-12-28,CS2,H6-GD,250,40,IM1023(40),0.16
28/12/2025_07g00_2,2025-12-28,CS2,H6-110,80,40,IM1023(40),0.5
28/12/2025_07g00_2,2025-12-28,CS2,H6-113,129,40,IM1023(40),0.31007751937984496
28/12/2025_07g00_2,2025-12-28,CS2,H6-112,80,39,IM1023(39),0.4875
28/12/2025_09g30_1,2025-12-28,CS1,B5-GD,130,44,AS5113(44),0.3384615384615385
28/12/2025_09g30_1,2025-12-28,CS1,B4-406,108,41,AS5113(41),0.37962962962962965
28/12/2025_09g30_1,2025-12-28,CS1,B4-501,80,39,AS5113(39),0.4875
28/12/2025_09g30_1,2025-12-28,CS1,B4-502,80,39,AS5113(39),0.4875
28/12/2025_09g30_1,2025-12-28,CS1,B4-301,60,30,AS5113(30),0.5
28/12/2025_09g30_1,2025-12-28,CS1,B4-302,60,30,AS5113(30),0.5
28/12/2025_09g30_1,2025-12-28,CS1,B4-303,60,30,AS5113(30),0.5
28/12/2025_09g30_1,2025-12-28,CS1,B4-305,80,30,AS5113(30),0.375
28/12/2025_09g30_1,2025-12-28,CS1,B4-306,80,30,AS5113(30),0.375
28/12/2025_09g30_1,2025-12-28,CS1,B4-401,60,30,AS5113(30),0.5
28/12/2025_09g30_1,2025-12-28,CS1,B4-402,60,30,AS5113(30),0.5
28/12/2025_09g30_1,2025-12-28,CS1,B4-403,60,30,AS5113(30),0.5
28/12/2025_09g30_1,2025-12-28,CS1,B4-504,60,30,AS5113(30),0.5
28/12/2025_09g30_1,2025-12-28,CS1,B4-405,60,29,AS5113(29),0.48333333333333334
28/12/2025_13g00_1,2025-12-28,CS1,B5-GD,130,93,"CO3093(40), ME2019(30), EE2009(23)",0.7153846153846154
28/12/2025_13g00_1,2025-12-28,CS1,B4-505,120,61,"CO3093(40), ME2019(21)",0.5083333333333333
28/12/2025_13g00_1,2025-12-28,CS1,B4-501,80,57,"CO3093(37), ME2019(20)",0.7125
28/12/2025_13g00_1,2025-12-28,CS1,B4-301,60,30,CO3093(30),0.5
28/12/2025_13g00_1,2025-12-28,CS1,B4-305,80,30,CO3093(30),0.375
28/12/2025_13g00_1,2025-12-28,CS1,B4-306,80,30,CO3093(30),0.375
28/12/2025_13g00_1,2025-12-28,CS1,B4-401,60,30,CO3093(30),0.5
28/12/2025_13g00_1,2025-12-28,CS1,B4-402,60,30,CO3093(30),0.5
28/12/2025_13g00_1,2025-12-28,CS1,B4-405,60,30,CO3093(30),0.5
28/12/2025_13g00_1,2025-12-28,CS1,B4-502,80,30,CO3093(30),0.375
28/12/2025_13g00_1,2025-12-28,CS1,B4-504,60,30,CO3093(30),0.5
28/12/2025_13g00_1,2025-12-28,CS1,B4-403,60,29,CO3093(29),0.48333333333333334
28/12/2025_13g00_1,2025-12-28,CS1,B4-302,60,28,CO3093(28),0.4666666666666667
28/12/2025_13g00_1,2025-12-28,CS1,B1-206,48,20,CO3093(20),0.4166666666666667
28/12/2025_13g00_1,2025-12-28,CS1,B1-210,48,19,CO3093(19),0.3958333333333333
28/12/2025_13g00_1,2025-12-28,CS1,B4-303,60,19,CO3093(19),0.31666666666666665
28/12/2025_13g00_2,2025-12-28,CS2,H6-GD,250,132,"ME2019(51), CO3093(41), EE2009(40)",0.528
28/12/2025_13g00_2,2025-12-28,CS2,H6-516,114,109,"ME2019(48), CO3093(41), EE2009(20)",0.956140350877193
28/12/2025_13g00_2,2025-12-28,CS2,H6-109,80,80,"CO3093(40), EE2009(40)",1.0
28/12/2025_13g00_2,2025-12-28,CS2,H6-110,80,79,"CO3093(40), EE2009(39)",0.9875
28/12/2025_13g00_2,2025-12-28,CS2,H6-112,80,77,"CO3093(40), EE2009(37)",0.9625
28/12/2025_13g00_2,2025-12-28,CS2,H6-201,120,40,CO3093(40),0.3333333333333333
28/12/2025_13g00_2,2025-12-28,CS2,H6-205,117,40,CO3093(40),0.3418803418803419
28/12/2025_13g00_2,2025-12-28,CS2,H6-206,80,40,CO3093(40),0.5
28/12/2025_13g00_2,2025-12-28,CS2,H6-208,117,40,CO3093(40),0.3418803418803419
28/12/2025_13g00_2,2025-12-28,CS2,H6-210,80,40,CO3093(40),0.5
28/12/2025_13g00_2,2025-12-28,CS2,H6-212,80,40,CO3093(40),0.5
28/12/2025_13g00_2,2025-12-28,CS2,H6-213,80,38,CO3093(38),0.475
28/12/2025_15g30_1,2025-12-28,CS1,B5-GD,130,92,"GK5011(40), CI5259(19), CO5317(16), EN5083(11), MA5079(6)",0.7076923076923077
28/12/2025_15g30_1,2025-12-28,CS1,B4-305,80,39,GK5011(39),0.4875
28/12/2025_15g30_1,2025-12-28,CS1,B4-303,60,29,GK5011(29),0.48333333333333334
28/12/2025_15g30_1,2025-12-28,CS1,B4-302,60,23,GK5011(23),0.38333333333333336
29/12/2025_07g00_1,2025-12-29,CS1,B5-GD,130,128,"CH2043(39), CO3115(34), EN1003(32), CH2007(23)",0.9846153846153847
29/12/2025_07g00_1,2025-12-29,CS1,B6-302,60,60,"CH2007(30), CH2043(30)",1.0
29/12/2025_07g00_1,2025-12-29,CS1,B1-309,56,56,"CH2043(30), ME2005(26)",1.0
29/12/2025_07g00_1,2025-12-29,CS1,B4-401,60,60,"EN1003(30), ME2005(30)",1.0
29/12/2025_07g00_1,2025-12-29,CS1,B4-306,80,77,"ME2005(30), ME4607(30), AS3103(17)",0.9625
29/12/2025_07g00_1,2025-12-29,CS1,B1-313,56,55,"CH2043(29), ME2005(26)",0.9821428571428571
29/12/2025_07g00_1,2025-12-29,CS1,B4-501,80,80,"CH4091(29), EN1003(29), CO3115(22)",1.0
29/12/2025_07g00_1,2025-12-29,CS1,B4-403,60,58,"EN1003(29), ME2005(29)",0.9666666666666667
29/12/2025_07g00_1,2025-12-29,CS1,B1-314,56,47,"CH2043(26), ME4607(21)",0.8392857142857143
29/12/2025_07g00_1,2025-12-29,CS1,B1-315,56,56,"CH2043(24), CH2009(17), CH4143(15)",1.0
29/12/2025_07g00_1,2025-12-29,CS1,B4-405,60,25,"EN1003(14), AS3097(11)",0.4166666666666667
29/12/2025_07g00_2,2025-12-29,CS2,H6-GD,250,250,"GE3015(51), ME2005(51), EN1003(45), EN3205(44), AS3103(41), IU4015(18)",1.0
29/12/2025_07g00_2,2025-12-29,CS2,H6-811,150,150,"CH2009(41), IU4015(41), CO3115(40), CH4143(28)",1.0
29/12/2025_07g00_2,2025-12-29,CS2,H1-101,138,135,"CH2007(40), CH2009(40), CH2043(40), CI3057(15)",0.9782608695652174
29/12/2025_07g00_2,2025-12-29,CS2,H6-810,120,120,"CH2009(40), CH2043(40), EN1003(40)",1.0
29/12/2025_07g00_2,2025-12-29,CS2,H2-207,135,135,"CH2043(40), EN1003(40), ME2005(40), CH4091(15)",1.0
29/12/2025_07g00_2,2025-12-29,CS2,H6-201,120,120,"EN1003(40), ME2005(40), ME4607(40)",1.0
29/12/2025_07g00_2,2025-12-29,CS2,H6-205,117,114,"EN1003(40), ME2005(40), ME3027(34)",0.9743589743589743
29/12/2025_07g00_2,2025-12-29,CS2,H6-206,80,80,"EN1003(40), ME2005(40)",1.0
29/12/2025_07g00_2,2025-12-29,CS2,H6-210,80,80,"EN1003(40), ME2005(40)",1.0
29/12/2025_07g00_2,2025-12-29,CS2,H6-211,126,120,"EN1003(40), ME2005(40), ME4607(40)",0.9523809523809523
29/12/2025_07g00_2,2025-12-29,CS2,H6-514,108,102,"ME4607(40), CH2009(39), CH2007(23)",0.9444444444444444
29/12/2025_07g00_2,2025-12-29,CS2,H6-516,114,114,"ME4607(40), CH2043(39), ME2005(35)",1.0
29/12/2025_07g00_2,2025-12-29,CS2,H6-208,117,116,"EN1003(39), ME2005(39), CI3233(38)",0.9914529914529915
29/12/2025_07g00_2,2025-12-29,CS2,H6-313,80,77,"ME2005(39), CO3115(38)",0.9625
29/12/2025_07g00_2,2025-12-29,CS2,H6-411,80,77,"ME2005(39), EN1003(38)",0.9625
29/12/2025_07g00_2,2025-12-29,CS2,H6-212,80,64,"EN1003(38), ME4607(26)",0.8
29/12/2025_07g00_2,2025-12-29,CS2,H6-213,80,78,"EN1003(32), CH2009(24), MA3007(22)",0.975
29/12/2025_07g00_2,2025-12-29,CS2,H1-103,90,42,"TR2011(22), CH2043(20)",0.4666666666666667
29/12/2025_09g30_1,2025-12-29,CS1,B5-GD,130,41,LA3025(41),0.3153846153846154
29/12/2025_09g30_1,2025-12-29,CS1,B4-306,80,35,LA3025(35),0.4375
29/12/2025_09g30_1,2025-12-29,CS1,B4-303,60,32,LA3025(32),0.5333333333333333
29/12/2025_13g00_1,2025-12-29,CS1,B5-GD,130,122,"CO1007(41), EE3013(41), ME2007(40)",0.9384615384615385
29/12/2025_13g00_1,2025-12-29,CS1,B4-502,80,75,"IM3051(37), ME2007(31), EE3013(7)",0.9375
29/12/2025_13g00_1,2025-12-29,CS1,B4-401,60,60,"CI2037(30), CO1007(30)",1.0
29/12/2025_13g00_1,2025-12-29,CS1,B1-309,56,54,"CO1007(30), EE2415(24)",0.9642857142857143
29/12/2025_13g00_1,2025-12-29,CS1,B1-313,56,49,"CO1007(30), EE3013(19)",0.875
29/12/2025_13g00_1,2025-12-29,CS1,B4-405,60,60,"EE3013(30), IM3051(30)",1.0
29/12/2025_13g00_1,2025-12-29,CS1,B1-314,56,56,"CO1007(29), ME2007(27)",1.0
29/12/2025_13g00_1,2025-12-29,CS1,B4-301,60,48,"ME2007(29), CO1007(19)",0.8
29/12/2025_13g00_1,2025-12-29,CS1,B4-302,60,29,ME2007(29),0.48333333333333334
29/12/2025_13g00_2,2025-12-29,CS2,H6-GD,250,245,"EE3111(53), EE3013(45), CO1007(44), IM3051(41), ME2007(41), ME4313(21)",0.98
29/12/2025_13g00_2,2025-12-29,CS2,H6-305,129,123,"CO1007(42), ME2007(41), CI2037(40)",0.9534883720930233
29/12/2025_13g00_2,2025-12-29,CS2,H6-211,126,121,"ME2007(41), CO1007(40), EE3019(40)",0.9603174603174603
29/12/2025_13g00_2,2025-12-29,CS2,H6-312,80,80,"CO1007(40), IM3051(40)",1.0
29/12/2025_13g00_2,2025-12-29,CS2,H6-313,80,80,"CO1007(40), IM3051(40)",1.0
29/12/2025_13g00_2,2025-12-29,CS2,H6-413,80,80,"IM3051(40), ME2007(40)",1.0
29/12/2025_13g00_2,2025-12-29,CS2,H6-414,80,80,"IM3051(40), ME2007(40)",1.0
29/12/2025_13g00_2,2025-12-29,CS2,H6-212,80,80,"ME2007(40), ME4313(40)",1.0
29/12/2025_13g00_2,2025-12-29,CS2,H6-310,80,78,"CO1007(39), EE3013(39)",0.975
29/12/2025_13g00_2,2025-12-29,CS2,H6-205,117,101,"ME2007(39), EE3013(32), CI2037(30)",0.8632478632478633
29/12/2025_13g00_2,2025-12-29,CS2,H6-206,80,71,"ME2007(39), EE3013(32)",0.8875
29/12/2025_13g00_2,2025-12-29,CS2,H6-213,80,69,"ME2007(39), CH3349(30)",0.8625
29/12/2025_13g00_2,2025-12-29,CS2,H6-214,80,69,"ME2007(39), IM3051(30)",0.8625
29/12/2025_13g00_2,2025-12-29,CS2,H6-810,120,20,EE3019(20),0.16666666666666666
29/12/2025_18g15_1,2025-12-29,CS1,B5-GD,130,111,"GK5037(43), CO5157(38), GK5009(30)",0.8538461538461538
29/12/2025_18g15_1,2025-12-29,CS1,B4-405,60,60,"GK5037(31), GK5007(29)",1.0
29/12/2025_18g15_1,2025-12-29,CS1,B4-302,60,58,"GK5009(30), GK5007(28)",0.9666666666666667
29/12/2025_18g15_1,2025-12-29,CS1,B4-305,80,30,GK5009(30),0.375
29/12/2025_18g15_1,2025-12-29,CS1,B4-303,60,27,GK5009(27),0.45
30/12/2025_07g00_1,2025-12-30,CS1,B5-GD,130,122,"CO2013(42), EE2019(40), LA1015(40)",0.9384615384615385
30/12/2025_07g00_1,2025-12-30,CS1,B4-406,108,106,"CO2013(41), CI2001(39), ME3033(26)",0.9814814814814815
30/12/2025_07g00_1,2025-12-30,CS1,B4-502,80,73,"CO2013(37), EE4443(36)",0.9125
30/12/2025_07g00_1,2025-12-30,CS1,B4-305,80,74,"CO2013(34), EE2019(31), GE2051(9)",0.925
30/12/2025_07g00_1,2025-12-30,CS1,B4-501,80,64,"CO2013(34), CI2001(30)",0.8
30/12/2025_07g00_1,2025-12-30,CS1,B1-311,80,77,"CI2001(30), CO2013(30), AS3147(17)",0.9625
30/12/2025_07g00_1,2025-12-30,CS1,B1-313,56,52,"CI2001(30), AS2009(22)",0.9285714285714286
30/12/2025_07g00_1,2025-12-30,CS1,B1-314,56,52,"CI2001(30), EE2019(22)",0.9285714285714286
30/12/2025_07g00_1,2025-12-30,CS1,B4-303,60,60,"CO2013(30), EE2019(30)",1.0
30/12/2025_07g00_1,2025-12-30,CS1,B4-306,80,60,"CO2013(30), EE2019(30)",0.75
30/12/2025_07g00_1,2025-12-30,CS1,B4-401,60,60,"CO2013(30), LA1015(30)",1.0
30/12/2025_07g00_1,2025-12-30,CS1,B4-402,60,60,"CO2013(30), LA1015(30)",1.0
30/12/2025_07g00_1,2025-12-30,CS1,B4-504,60,60,"CO2013(30), LA1015(30)",1.0
30/12/2025_07g00_1,2025-12-30,CS1,B1-315,56,51,"CI2001(29), LA1015(22)",0.9107142857142857
30/12/2025_07g00_1,2025-12-30,CS1,B4-403,60,58,"CO2013(29), LA1015(29)",0.9666666666666667
30/12/2025_07g00_1,2025-12-30,CS1,B4-405,60,52,"CO2013(29), CI2001(23)",0.8666666666666667
30/12/2025_07g00_1,2025-12-30,CS1,B4-302,60,18,CO2013(18),0.3
30/12/2025_07g00_2,2025-12-30,CS2,H6-GD,250,247,"CI3163(55), AS3147(50), CI2007(49), ME3033(48), CO2013(45)",0.988
30/12/2025_07g00_2,2025-12-30,CS2,H6-113,129,122,"CI2001(42), AS2009(40), CI2007(40)",0.9457364341085271
30/12/2025_07g00_2,2025-12-30,CS2,H6-205,117,117,"CI2001(41), CI2007(40), EE2019(36)",1.0
30/12/2025_07g00_2,2025-12-30,CS2,H6-208,117,116,"CI2001(41), CI3231(40), GE3215(35)",0.9914529914529915
30/12/2025_07g00_2,2025-12-30,CS2,H6-109,80,80,"CI2001(40), CO2013(40)",1.0
30/12/2025_07g00_2,2025-12-30,CS2,H6-110,80,80,"CI2001(40), CO2013(40)",1.0
30/12/2025_07g00_2,2025-12-30,CS2,H6-112,80,80,"CI2001(40), CO2013(40)",1.0
30/12/2025_07g00_2,2025-12-30,CS2,H6-201,120,120,"CI2001(40), CO2013(40), EE2019(40)",1.0
30/12/2025_07g00_2,2025-12-30,CS2,H6-206,80,80,"CI2001(40), CO2013(40)",1.0
30/12/2025_07g00_2,2025-12-30,CS2,H6-210,80,80,"CI2001(40), CO2013(40)",1.0
30/12/2025_07g00_2,2025-12-30,CS2,H6-211,126,120,"CI2001(40), CO2013(40), EE2019(40)",0.9523809523809523
30/12/2025_07g00_2,2025-12-30,CS2,H6-212,80,80,"CI2001(40), CO2013(40)",1.0
30/12/2025_07g00_2,2025-12-30,CS2,H6-213,80,80,"CI2001(40), EE2019(40)",1.0
30/12/2025_07g00_2,2025-12-30,CS2,H6-802,120,120,"EE2019(40), EE3201(40), GE2051(40)",1.0
30/12/2025_07g00_2,2025-12-30,CS2,H6-810,120,120,"EE2019(40), EE3201(40), ME2151(40)",1.0
30/12/2025_07g00_2,2025-12-30,CS2,H6-811,150,149,"EE2019(40), CI2007(39), IU2001(39), MA2007(31)",0.9933333333333333
30/12/2025_07g00_2,2025-12-30,CS2,H6-510,102,102,"EE2019(39), IU2001(39), AS2009(24)",1.0
30/12/2025_07g00_2,2025-12-30,CS2,H6-514,108,108,"EE2019(39), IU2001(39), CO2013(30)",1.0
30/12/2025_07g00_2,2025-12-30,CS2,H2-403,93,73,"ME2151(39), GE2051(34)",0.7849462365591398
30/12/2025_07g00_2,2025-12-30,CS2,H2-404,93,93,"ME2151(38), TR2037(34), EE2019(21)",1.0
30/12/2025_07g00_2,2025-12-30,CS2,H2-305,63,61,"IU2001(31), GE2067(30)",0.9682539682539683
30/12/2025_07g00_2,2025-12-30,CS2,H1-102,93,88,"TR2037(30), AS3035(29), CO2013(29)",0.946236559139785
30/12/2025_07g00_2,2025-12-30,CS2,H6-414,80,77,"EE2019(26), MA3085(26), MA3107(25)",0.9625
30/12/2025_07g00_2,2025-12-30,CS2,H1-308,48,22,CI3231(22),0.4583333333333333
30/12/2025_09g30_1,2025-12-30,CS1,B5-GD,130,43,SP1037(43),0.33076923076923076
30/12/2025_09g30_1,2025-12-30,CS1,B4-406,108,33,SP1037(33),0.3055555555555556
30/12/2025_09g30_1,2025-12-30,CS1,B4-305,80,31,SP1037(31),0.3875
30/12/2025_09g30_1,2025-12-30,CS1,B1-305,72,30,SP1037(30),0.4166666666666667
30/12/2025_09g30_1,2025-12-30,CS1,B1-306,84,30,SP1037(30),0.35714285714285715
30/12/2025_09g30_1,2025-12-30,CS1,B1-308,72,30,SP1037(30),0.4166666666666667
30/12/2025_09g30_1,2025-12-30,CS1,B1-311,80,30,SP1037(30),0.375
30/12/2025_09g30_1,2025-12-30,CS1,B1-313,56,30,SP1037(30),0.5357142857142857
30/12/2025_09g30_1,2025-12-30,CS1,B4-301,60,30,SP1037(30),0.5
30/12/2025_09g30_1,2025-12-30,CS1,B4-302,60,30,SP1037(30),0.5
30/12/2025_09g30_1,2025-12-30,CS1,B4-303,60,30,SP1037(30),0.5
30/12/2025_09g30_1,2025-12-30,CS1,B4-306,80,30,SP1037(30),0.375
30/12/2025_09g30_1,2025-12-30,CS1,B4-401,60,30,SP1037(30),0.5
30/12/2025_09g30_1,2025-12-30,CS1,B4-402,60,30,SP1037(30),0.5
30/12/2025_09g30_1,2025-12-30,CS1,B4-403,60,30,SP1037(30),0.5
30/12/2025_09g30_1,2025-12-30,CS1,B4-405,60,30,SP1037(30),0.5
30/12/2025_09g30_1,2025-12-30,CS1,B4-501,80,30,SP1037(30),0.375
30/12/2025_09g30_1,2025-12-30,CS1,B4-502,80,30,SP1037(30),0.375
30/12/2025_09g30_1,2025-12-30,CS1,B4-504,60,30,SP1037(30),0.5
30/12/2025_09g30_1,2025-12-30,CS1,B1-314,56,28,SP1037(28),0.5
30/12/2025_09g30_1,2025-12-30,CS1,B1-315,56,28,SP1037(28),0.5
30/12/2025_09g30_2,2025-12-30,CS2,H6-GD,250,64,SP1037(64),0.256
30/12/2025_09g30_2,2025-12-30,CS2,H6-802,120,48,SP1037(48),0.4
30/12/2025_09g30_2,2025-12-30,CS2,H6-810,120,43,SP1037(43),0.35833333333333334
30/12/2025_09g30_2,2025-12-30,CS2,H6-504,106,41,SP1037(41),0.3867924528301887
30/12/2025_09g30_2,2025-12-30,CS2,H2-201,156,40,SP1037(40),0.2564102564102564
30/12/2025_09g30_2,2025-12-30,CS2,H2-202,117,40,SP1037(40),0.3418803418803419
30/12/2025_09g30_2,2025-12-30,CS2,H2-205,117,40,SP1037(40),0.3418803418803419
30/12/2025_09g30_2,2025-12-30,CS2,H2-206,156,40,SP1037(40),0.2564102564102564
30/12/2025_09g30_2,2025-12-30,CS2,H2-207,135,40,SP1037(40),0.2962962962962963
30/12/2025_09g30_2,2025-12-30,CS2,H2-301,156,40,SP1037(40),0.2564102564102564
30/12/2025_09g30_2,2025-12-30,CS2,H2-302,117,40,SP1037(40),0.3418803418803419
30/12/2025_09g30_2,2025-12-30,CS2,H2-306,156,40,SP1037(40),0.2564102564102564
30/12/2025_09g30_2,2025-12-30,CS2,H2-307,117,40,SP1037(40),0.3418803418803419
30/12/2025_09g30_2,2025-12-30,CS2,H2-401,156,40,SP1037(40),0.2564102564102564
30/12/2025_09g30_2,2025-12-30,CS2,H2-403,93,40,SP1037(40),0.43010752688172044
30/12/2025_09g30_2,2025-12-30,CS2,H2-404,93,40,SP1037(40),0.43010752688172044
30/12/2025_09g30_2,2025-12-30,CS2,H2-406,156,40,SP1037(40),0.2564102564102564
30/12/2025_09g30_2,2025-12-30,CS2,H2-407,84,40,SP1037(40),0.47619047619047616
30/12/2025_09g30_2,2025-12-30,CS2,H6-109,80,40,SP1037(40),0.5
30/12/2025_09g30_2,2025-12-30,CS2,H6-110,80,40,SP1037(40),0.5
30/12/2025_09g30_2,2025-12-30,CS2,H6-113,129,40,SP1037(40),0.31007751937984496
30/12/2025_09g30_2,2025-12-30,CS2,H6-201,120,40,SP1037(40),0.3333333333333333
30/12/2025_09g30_2,2025-12-30,CS2,H6-205,117,40,SP1037(40),0.3418803418803419
30/12/2025_09g30_2,2025-12-30,CS2,H6-206,80,40,SP1037(40),0.5
30/12/2025_09g30_2,2025-12-30,CS2,H6-208,117,40,SP1037(40),0.3418803418803419
30/12/2025_09g30_2,2025-12-30,CS2,H6-210,80,40,SP1037(40),0.5
30/12/2025_09g30_2,2025-12-30,CS2,H6-211,126,40,SP1037(40),0.31746031746031744
30/12/2025_09g30_2,2025-12-30,CS2,H6-212,80,40,SP1037(40),0.5
30/12/2025_09g30_2,2025-12-30,CS2,H6-213,80,40,SP1037(40),0.5
30/12/2025_09g30_2,2025-12-30,CS2,H6-214,80,40,SP1037(40),0.5
30/12/2025_09g30_2,2025-12-30,CS2,H6-305,129,40,SP1037(40),0.31007751937984496
30/12/2025_09g30_2,2025-12-30,CS2,H6-306,80,40,SP1037(40),0.5
30/12/2025_09g30_2,2025-12-30,CS2,H6-308,144,40,SP1037(40),0.2777777777777778
30/12/2025_09g30_2,2025-12-30,CS2,H6-310,80,40,SP1037(40),0.5
30/12/2025_09g30_2,2025-12-30,CS2,H6-311,135,40,SP1037(40),0.2962962962962963
30/12/2025_09g30_2,2025-12-30,CS2,H6-312,80,40,SP1037(40),0.5
30/12/2025_09g30_2,2025-12-30,CS2,H6-405,120,40,SP1037(40),0.3333333333333333
30/12/2025_09g30_2,2025-12-30,CS2,H6-412,123,40,SP1037(40),0.3252032520325203
30/12/2025_09g30_2,2025-12-30,CS2,H6-506,105,40,SP1037(40),0.38095238095238093
30/12/2025_09g30_2,2025-12-30,CS2,H6-510,102,40,SP1037(40),0.39215686274509803
30/12/2025_09g30_2,2025-12-30,CS2,H6-512,105,40,SP1037(40),0.38095238095238093
30/12/2025_09g30_2,2025-12-30,CS2,H6-514,108,40,SP1037(40),0.37037037037037035
30/12/2025_09g30_2,2025-12-30,CS2,H6-516,114,40,SP1037(40),0.3508771929824561
30/12/2025_09g30_2,2025-12-30,CS2,H6-112,80,39,SP1037(39),0.4875
30/12/2025_09g30_2,2025-12-30,CS2,H6-313,80,39,SP1037(39),0.4875
30/12/2025_09g30_2,2025-12-30,CS2,H6-411,80,39,SP1037(39),0.4875
30/12/2025_09g30_2,2025-12-30,CS2,H2-304,93,30,SP1037(30),0.3225806451612903
30/12/2025_13g00_1,2025-12-30,CS1,B5-GD,130,125,"AS2003(44), EE4423(44), CH2111(37)",0.9615384615384616
30/12/2025_13g00_1,2025-12-30,CS1,B4-501,80,65,"IM3093(35), CO2103(30)",0.8125
30/12/2025_13g00_1,2025-12-30,CS1,B4-305,80,60,"CO2103(30), CH4125(30)",0.75
30/12/2025_13g00_1,2025-12-30,CS1,B4-306,80,60,"CO2103(30), CH4125(30)",0.75
30/12/2025_13g00_1,2025-12-30,CS1,B4-403,60,54,"CH4125(28), CO2103(26)",0.9
30/12/2025_13g00_1,2025-12-30,CS1,B4-405,60,49,"CH4125(26), CO2103(23)",0.8166666666666667
30/12/2025_13g00_2,2025-12-30,CS2,H6-GD,250,211,"IM3093(48), CH2111(43), AS2003(40), CO2103(40), CH4125(40)",0.844
30/12/2025_13g00_2,2025-12-30,CS2,H6-205,117,107,"IM3093(44), CO2103(40), AS2003(23)",0.9145299145299145
30/12/2025_13g00_2,2025-12-30,CS2,H6-208,117,71,"CH4125(40), CO2103(31)",0.6068376068376068
30/12/2025_13g00_2,2025-12-30,CS2,H6-210,80,40,CH4125(40),0.5
30/12/2025_13g00_2,2025-12-30,CS2,H6-212,80,35,CH4125(35),0.4375
30/12/2025_13g00_2,2025-12-30,CS2,H6-213,80,35,CH4125(35),0.4375
30/12/2025_13g00_2,2025-12-30,CS2,H6-214,80,34,CH4125(34),0.425
30/12/2025_15g30_1,2025-12-30,CS1,B5-GD,130,21,CO3085(21),0.16153846153846155
30/12/2025_15g30_2,2025-12-30,CS2,H6-GD,250,89,"EE3129(49), CO3085(40)",0.356
30/12/2025_15g30_2,2025-12-30,CS2,H6-206,80,62,"EE3129(40), CO3085(22)",0.775
30/12/2025_18g15_1,2025-12-30,CS1,B5-GD,130,30,GK5041(30),0.23076923076923078
30/12/2025_18g15_1,2025-12-30,CS1,B4-302,60,29,GK5041(29),0.48333333333333334
30/12/2025_18g15_1,2025-12-30,CS1,B4-301,60,28,GK5041(28),0.4666666666666667
31/12/2025_07g00_1,2025-12-31,CS1,B5-GD,130,125,"CO3001(46), ME4135(40), MT2015(39)",0.9615384615384616
31/12/2025_07g00_1,2025-12-31,CS1,B4-406,108,103,"CO3001(45), CH3133(38), CI2137(20)",0.9537037037037037
31/12/2025_07g00_1,2025-12-31,CS1,B4-305,80,77,"CO3001(41), MT2015(36)",0.9625
31/12/2025_07g00_1,2025-12-31,CS1,B4-306,80,77,"CO3001(36), CH3003(34), CI2137(7)",0.9625
31/12/2025_07g00_1,2025-12-31,CS1,B4-405,60,59,"CO3001(32), CH2017(27)",0.9833333333333333
31/12/2025_07g00_1,2025-12-31,CS1,B1-212,72,62,"CH3133(32), CI2137(30)",0.8611111111111112
31/12/2025_07g00_1,2025-12-31,CS1,B4-301,60,60,"CO3001(30), CH2017(30)",1.0
31/12/2025_07g00_1,2025-12-31,CS1,B4-302,60,60,"CO3001(30), CH3133(30)",1.0
31/12/2025_07g00_1,2025-12-31,CS1,B4-303,60,60,"CO3001(30), CH3133(30)",1.0
31/12/2025_07g00_1,2025-12-31,CS1,B4-402,60,60,"CO3001(30), IM3105(30)",1.0
31/12/2025_07g00_1,2025-12-31,CS1,B4-403,60,60,"CO3001(30), MT2015(30)",1.0
31/12/2025_07g00_1,2025-12-31,CS1,B4-501,80,80,"CO3001(30), MT2015(30), IM3105(20)",1.0
31/12/2025_07g00_1,2025-12-31,CS1,B4-502,80,76,"CO3001(30), MT2015(30), CI2137(16)",0.95
31/12/2025_07g00_1,2025-12-31,CS1,B4-504,60,60,"CO3001(30), MT2015(30)",1.0
31/12/2025_07g00_1,2025-12-31,CS1,B6-302,60,58,"CO3001(29), EE2039(29)",0.9666666666666667
31/12/2025_07g00_1,2025-12-31,CS1,B6-306,80,68,"CO3001(29), CH3133(24), AS3029(15)",0.85
31/12/2025_07g00_1,2025-12-31,CS1,B4-401,60,49,"CO3001(21), EN3073(14), MA1003(14)",0.8166666666666667
31/12/2025_07g00_2,2025-12-31,CS2,H6-GD,250,250,"ME3225(56), EE2039(52), CO3001(49), IU2035(49), EN3073(44)",1.0
