DATE_ONLY,TIME,CAMPUS,ROOM ID,ROOM CAPACITY,ROOM EXAM CAPACITY,COURSE ID,ALLOCATED STUDENTS
2025-12-15,13g00,CS1,B4-505,120,63,ME4137,17
2025-12-15,13g00,CS1,B5-GD,130,130,IM1021,130
2025-12-15,13g00,CS2,H2-201,156,82,CI3243,74
2025-12-15,13g00,CS2,H2-201,156,82,IM1021,82
2025-12-15,13g00,CS2,H2-301,156,82,CI3243,5
2025-12-15,13g00,CS2,H2-306,156,82,CH2035,42
2025-12-15,13g00,CS2,H2-306,156,82,CI3243,4
2025-12-15,13g00,CS2,H2-306,156,82,IM1021,66
2025-12-15,13g00,CS2,H2-306,156,82,ME4137,31
2025-12-15,13g00,CS2,H2-306,156,82,TR2033,13
2025-12-15,13g00,CS2,H2-401,156,82,CH2035,14
2025-12-15,13g00,CS2,H2-401,156,82,IM1017,60
2025-12-15,13g00,CS2,H2-401,156,82,IM1021,82
2025-12-15,13g00,CS2,H2-406,156,82,CH3347,69
2025-12-15,13g00,CS2,H2-406,156,82,IM1017,5
2025-12-15,13g00,CS2,H2-406,156,82,IM1021,82
2025-12-15,13g00,CS2,H6-GD,250,250,IM1021,250
2025-12-15,15g30,CS1,B5-GD,130,130,CO3011,54
2025-12-15,15g30,CS2,H6-GD,250,250,CO3011,119
2025-12-16,07g00,CS1,B4-406,108,57,CI2135,22
2025-12-16,07g00,CS1,B4-406,108,57,CO3007,57
2025-12-16,07g00,CS1,B4-406,108,57,ME2113,20
2025-12-16,07g00,CS1,B4-406,108,57,TR5005,9
2025-12-16,07g00,CS1,B4-505,120,63,ME2113,57
2025-12-16,07g00,CS1,B4-505,120,63,MT2007,63
2025-12-16,07g00,CS1,B5-GD,130,130,MT2007,130
2025-12-16,07g00,CS1,C6-103,100,50,CO3007,1
2025-12-16,07g00,CS1,C6-103,100,50,EE5013,11
2025-12-16,07g00,CS1,C6-103,100,50,ME5003,14
2025-12-16,07g00,CS1,C6-103,100,50,MT2007,16
2025-12-16,07g00,CS1,C6-103,100,50,TR5005,9
2025-12-16,07g00,CS2,H2-201,156,82,GE1021,2
2025-12-16,07g00,CS2,H6-GD,250,250,CO3007,212
2025-12-16,07g00,CS2,H6-GD,250,250,GE1021,6
2025-12-16,07g00,CS2,H6-GD,250,250,MA4119,12
2025-12-16,07g00,CS2,H6-GD,250,250,TR4051,20
2025-12-16,09g30,CS1,B4-406,108,57,LA2017,34
2025-12-16,09g30,CS1,B4-505,120,63,CO3059,20
2025-12-16,09g30,CS1,B4-505,120,63,LA2017,63
2025-12-16,09g30,CS1,B4-505,120,63,MT1005,9
2025-12-16,09g30,CS1,B5-GD,130,130,MT1005,130
2025-12-16,09g30,CS2,H2-201,156,82,CH4139,13
2025-12-16,09g30,CS2,H2-201,156,82,CO3059,61
2025-12-16,09g30,CS2,H2-201,156,82,MT1005,82
2025-12-16,09g30,CS2,H2-306,156,82,MT1005,59
2025-12-16,09g30,CS2,H2-401,156,82,MT1005,82
2025-12-16,09g30,CS2,H2-406,156,82,CH4139,17
