F_MAMH,F_TENPHMOI,NGAYTHI,GIOTHI_BD,COSO,F_SOLUONG,SUC_CHUA,KEY_CA
CH3369,B4-305,46017,13g00,1,34,80,26/12/2025_13g00_1
LA0019,B4-504,46017,13g00,1,16,60,26/12/2025_13g00_1
LA1005,B4-306,46017,13g00,1,34,80,26/12/2025_13g00_1
LA1005,B4-406,46017,13g00,1,44,108,26/12/2025_13g00_1
ME3001,B4-301,46017,13g00,1,20,60,26/12/2025_13g00_1
ME3001,B4-302,46017,13g00,1,21,60,26/12/2025_13g00_1
ME3001,B4-303,46017,13g00,1,30,60,26/12/2025_13g00_1
CO4031,B4-406,46017,15g30,1,43,108,26/12/2025_15g30_1
LA3021,B4-301,46017,15g30,1,30,60,26/12/2025_15g30_1
LA3021,B4-302,46017,15g30,1,30,60,26/12/2025_15g30_1
LA3021,B4-303,46017,15g30,1,30,60,26/12/2025_15g30_1
LA3021,B4-305,46017,15g30,1,31,80,26/12/2025_15g30_1
LA3021,B4-306,46017,15g30,1,31,80,26/12/2025_15g30_1
LA3021,B4-403,46017,15g30,1,21,60,26/12/2025_15g30_1
CI5147,B4-402,46017,18g15,1,14,60,26/12/2025_18g15_1
CI5149,B4-306,46017,18g15,1,18,80,26/12/2025_18g15_1
CO5125,B4-301,46017,18g15,1,14,60,26/12/2025_18g15_1
CO5125,B4-302,46017,18g15,1,27,60,26/12/2025_18g15_1
ME5103,B4-403,46017,18g15,1,15,60,26/12/2025_18g15_1
TR5023,B4-406,46017,18g15,1,5,108,26/12/2025_18g15_1
LA1003,B4-303,46018,07g00,1,27,60,27/12/2025_07g00_1
LA1003,B4-305,46018,07g00,1,33,80,27/12/2025_07g00_1
MA3083,B4-301,46018,07g00,1,18,60,27/12/2025_07g00_1
CH4079,B4-301,46018,09g30,1,30,60,27/12/2025_09g30_1
CH4079,B4-302,46018,09g30,1,30,60,27/12/2025_09g30_1
CH4079,B4-303,46018,09g30,1,30,60,27/12/2025_09g30_1
CH4079,B4-502,46018,09g30,1,33,80,27/12/2025_09g30_1
CH4079,B4-504,46018,09g30,1,26,60,27/12/2025_09g30_1
CH4079,B4-505,46018,09g30,1,42,120,27/12/2025_09g30_1
GK5035,B4-401,46018,09g30,1,30,60,27/12/2025_09g30_1
GK5035,B4-402,46018,09g30,1,30,60,27/12/2025_09g30_1
GK5035,B4-403,46018,09g30,1,30,60,27/12/2025_09g30_1
GK5035,B4-405,46018,09g30,1,30,60,27/12/2025_09g30_1
GK5035,B4-406,46018,09g30,1,44,108,27/12/2025_09g30_1
CI5141,B4-502,46018,13g00,1,17,80,27/12/2025_13g00_1
CI5273,B4-505,46018,13g00,1,8,120,27/12/2025_13g00_1
CI5779,B4-405,46018,13g00,1,19,60,27/12/2025_13g00_1
CO3005,B4-301,46018,13g00,1,18,60,27/12/2025_13g00_1
CO3005,B4-302,46018,13g00,1,29,60,27/12/2025_13g00_1
CO3005,B4-303,46018,13g00,1,30,60,27/12/2025_13g00_1
CO5083,B4-501,46018,13g00,1,18,80,27/12/2025_13g00_1
CH2027,B4-401,46018,13g00,1,23,60,27/12/2025_13g00_1
CH2027,B4-402,46018,13g00,1,30,60,27/12/2025_13g00_1
CH5767,B4-403,46018,13g00,1,19,60,27/12/2025_13g00_1
IM5065,B4-305,46018,13g00,1,22,80,27/12/2025_13g00_1
ME5079,B4-504,46018,13g00,1,10,60,27/12/2025_13g00_1
ME5259,B4-306,46018,13g00,1,20,80,27/12/2025_13g00_1
TR5065,B4-406,46018,13g00,1,8,108,27/12/2025_13g00_1
GE1013,B4-401,46018,15g30,1,7,60,27/12/2025_15g30_1
GE1013,B4-402,46018,15g30,1,14,60,27/12/2025_15g30_1
GE1013,B4-403,46018,15g30,1,22,60,27/12/2025_15g30_1
GE1013,B4-405,46018,15g30,1,30,60,27/12/2025_15g30_1
GE1013,B4-406,46018,15g30,1,31,108,27/12/2025_15g30_1
GK5933,B4-303,46018,15g30,1,30,60,27/12/2025_15g30_1
GK5933,B4-305,46018,15g30,1,35,80,27/12/2025_15g30_1
IM1023,B4-301,46019,07g00,1,30,60,28/12/2025_07g00_1
IM1023,B4-302,46019,07g00,1,19,60,28/12/2025_07g00_1
IM1023,B4-303,46019,07g00,1,19,60,28/12/2025_07g00_1
IM1023,B4-305,46019,07g00,1,30,80,28/12/2025_07g00_1
IM1023,B4-306,46019,07g00,1,29,80,28/12/2025_07g00_1
AS5113,B4-301,46019,09g30,1,30,60,28/12/2025_09g30_1
AS5113,B4-302,46019,09g30,1,30,60,28/12/2025_09g30_1
AS5113,B4-303,46019,09g30,1,30,60,28/12/2025_09g30_1
AS5113,B4-305,46019,09g30,1,30,80,28/12/2025_09g30_1
AS5113,B4-306,46019,09g30,1,30,80,28/12/2025_09g30_1
AS5113,B4-401,46019,09g30,1,30,60,28/12/2025_09g30_1
AS5113,B4-402,46019,09g30,1,30,60,28/12/2025_09g30_1
AS5113,B4-403,46019,09g30,1,30,60,28/12/2025_09g30_1
AS5113,B4-405,46019,09g30,1,29,60,28/12/2025_09g30_1
AS5113,B4-406,46019,09g30,1,41,108,28/12/2025_09g30_1
AS5113,B4-501,46019,09g30,1,39,80,28/12/2025_09g30_1
AS5113,B4-502,46019,09g30,1,39,80,28/12/2025_09g30_1
AS5113,B4-504,46019,09g30,1,30,60,28/12/2025_09g30_1
AS5113,B4-505,46019,09g30,1,44,120,28/12/2025_09g30_1
CO3093,B1-206,46019,13g00,1,20,48,28/12/2025_13g00_1
CO3093,B1-210,46019,13g00,1,19,48,28/12/2025_13g00_1
CO3093,B4-301,46019,13g00,1,30,60,28/12/2025_13g00_1
CO3093,B4-302,46019,13g00,1,28,60,28/12/2025_13g00_1
CO3093,B4-303,46019,13g00,1,19,60,28/12/2025_13g00_1
CO3093,B4-305,46019,13g00,1,30,80,28/12/2025_13g00_1
CO3093,B4-306,46019,13g00,1,30,80,28/12/2025_13g00_1
CO3093,B4-401,46019,13g00,1,30,60,28/12/2025_13g00_1
CO3093,B4-402,46019,13g00,1,30,60,28/12/2025_13g00_1
CO3093,B4-403,46019,13g00,1,29,60,28/12/2025_13g00_1
CO3093,B4-405,46019,13g00,1,30,60,28/12/2025_13g00_1
CO3093,B4-406,46019,13g00,1,40,108,28/12/2025_13g00_1
CO3093,B4-501,46019,13g00,1,37,80,28/12/2025_13g00_1
CO3093,B4-502,46019,13g00,1,30,80,28/12/2025_13g00_1
CO3093,B4-504,46019,13g00,1,30,60,28/12/2025_13g00_1
CO3093,B4-505,46019,13g00,1,40,120,28/12/2025_13g00_1
EE2009,B1-212,46019,13g00,1,23,72,28/12/2025_13g00_1
ME2019,B1-213,46019,13g00,1,30,72,28/12/2025_13g00_1
ME2019,B1-214,46019,13g00,1,21,48,28/12/2025_13g00_1
ME2019,B1-215,46019,13g00,1,20,48,28/12/2025_13g00_1
CI5259,B4-301,46019,15g30,1,19,60,28/12/2025_15g30_1
CO5317,B4-403,46019,15g30,1,16,60,28/12/2025_15g30_1
EN5083,B4-402,46019,15g30,1,11,60,28/12/2025_15g30_1
GK5011,B4-302,46019,15g30,1,23,60,28/12/2025_15g30_1
GK5011,B4-303,46019,15g30,1,29,60,28/12/2025_15g30_1
GK5011,B4-305,46019,15g30,1,39,80,28/12/2025_15g30_1
GK5011,B4-306,46019,15g30,1,40,80,28/12/2025_15g30_1
MA5079,B4-405,46019,15g30,1,6,60,28/12/2025_15g30_1
AS3097,B1-215,46020,07g00,1,11,48,29/12/2025_07g00_1
AS3103,B6-305,46020,07g00,1,17,60,29/12/2025_07g00_1
CO3115,B4-502,46020,07g00,1,34,80,29/12/2025_07g00_1
CO3115,B4-504,46020,07g00,1,22,60,29/12/2025_07g00_1
CH2007,B6-301,46020,07g00,1,23,50,29/12/2025_07g00_1
CH2007,B6-302,46020,07g00,1,30,60,29/12/2025_07g00_1
CH2009,B1-210,46020,07g00,1,17,48,29/12/2025_07g00_1
CH2043,B1-308,46020,07g00,1,30,72,29/12/2025_07g00_1
CH2043,B1-309,46020,07g00,1,30,56,29/12/2025_07g00_1
CH2043,B1-311,46020,07g00,1,39,80,29/12/2025_07g00_1
CH2043,B1-313,46020,07g00,1,29,56,29/12/2025_07g00_1
CH2043,B1-314,46020,07g00,1,26,56,29/12/2025_07g00_1
CH2043,B1-315,46020,07g00,1,24,56,29/12/2025_07g00_1
CH4091,B4-501,46020,07g00,1,29,80,29/12/2025_07g00_1
CH4143,B1-214,46020,07g00,1,15,48,29/12/2025_07g00_1
EN1003,B4-401,46020,07g00,1,30,60,29/12/2025_07g00_1
EN1003,B4-402,46020,07g00,1,29,60,29/12/2025_07g00_1
EN1003,B4-403,46020,07g00,1,29,60,29/12/2025_07g00_1
EN1003,B4-405,46020,07g00,1,14,60,29/12/2025_07g00_1
EN1003,B4-406,46020,07g00,1,32,108,29/12/2025_07g00_1
ME2005,B4-301,46020,07g00,1,29,60,29/12/2025_07g00_1
ME2005,B4-302,46020,07g00,1,26,60,29/12/2025_07g00_1
ME2005,B4-303,46020,07g00,1,26,60,29/12/2025_07g00_1
ME2005,B4-305,46020,07g00,1,30,80,29/12/2025_07g00_1
ME2005,B4-306,46020,07g00,1,30,80,29/12/2025_07g00_1
ME4607,B6-303,46020,07g00,1,30,60,29/12/2025_07g00_1
ME4607,B6-304,46020,07g00,1,21,60,29/12/2025_07g00_1
LA3025,B4-303,46020,09g30,1,32,60,29/12/2025_09g30_1
LA3025,B4-305,46020,09g30,1,41,80,29/12/2025_09g30_1
LA3025,B4-306,46020,09g30,1,35,80,29/12/2025_09g30_1
CI2037,B4-401,46020,13g00,1,30,60,29/12/2025_13g00_1
CO1007,B1-308,46020,13g00,1,30,72,29/12/2025_13g00_1
CO1007,B1-309,46020,13g00,1,30,56,29/12/2025_13g00_1
CO1007,B1-311,46020,13g00,1,41,80,29/12/2025_13g00_1
CO1007,B1-313,46020,13g00,1,30,56,29/12/2025_13g00_1
CO1007,B1-314,46020,13g00,1,29,56,29/12/2025_13g00_1
CO1007,B1-315,46020,13g00,1,19,56,29/12/2025_13g00_1
EE2415,B4-504,46020,13g00,1,24,60,29/12/2025_13g00_1
EE3013,B4-402,46020,13g00,1,7,60,29/12/2025_13g00_1
EE3013,B4-403,46020,13g00,1,19,60,29/12/2025_13g00_1
EE3013,B4-405,46020,13g00,1,30,60,29/12/2025_13g00_1
EE3013,B4-406,46020,13g00,1,41,108,29/12/2025_13g00_1
IM3051,B4-501,46020,13g00,1,30,80,29/12/2025_13g00_1
IM3051,B4-502,46020,13g00,1,37,80,29/12/2025_13g00_1
ME2007,B4-301,46020,13g00,1,29,60,29/12/2025_13g00_1
ME2007,B4-302,46020,13g00,1,29,60,29/12/2025_13g00_1
ME2007,B4-303,46020,13g00,1,27,60,29/12/2025_13g00_1
ME2007,B4-305,46020,13g00,1,40,80,29/12/2025_13g00_1
ME2007,B4-306,46020,13g00,1,31,80,29/12/2025_13g00_1
CO5157,B4-306,46020,18g15,1,38,80,29/12/2025_18g15_1
GK5007,B4-401,46020,18g15,1,29,60,29/12/2025_18g15_1
GK5007,B4-402,46020,18g15,1,28,60,29/12/2025_18g15_1
GK5009,B4-301,46020,18g15,1,30,60,29/12/2025_18g15_1
GK5009,B4-302,46020,18g15,1,30,60,29/12/2025_18g15_1
GK5009,B4-303,46020,18g15,1,27,60,29/12/2025_18g15_1
GK5009,B4-305,46020,18g15,1,30,80,29/12/2025_18g15_1
GK5037,B4-405,46020,18g15,1,31,60,29/12/2025_18g15_1
GK5037,B4-406,46020,18g15,1,43,108,29/12/2025_18g15_1
AS2009,B1-210,46021,07g00,1,22,48,30/12/2025_07g00_1
AS3147,B1-214,46021,07g00,1,17,48,30/12/2025_07g00_1
CI2001,B1-305,46021,07g00,1,23,72,30/12/2025_07g00_1
CI2001,B1-306,46021,07g00,1,39,84,30/12/2025_07g00_1
CI2001,B1-309,46021,07g00,1,30,56,30/12/2025_07g00_1
CI2001,B1-311,46021,07g00,1,30,80,30/12/2025_07g00_1
CI2001,B1-313,46021,07g00,1,30,56,30/12/2025_07g00_1
CI2001,B1-314,46021,07g00,1,30,56,30/12/2025_07g00_1
CI2001,B1-315,46021,07g00,1,29,56,30/12/2025_07g00_1
CO2013,B4-301,46021,07g00,1,30,60,30/12/2025_07g00_1
CO2013,B4-302,46021,07g00,1,18,60,30/12/2025_07g00_1
CO2013,B4-303,46021,07g00,1,30,60,30/12/2025_07g00_1
CO2013,B4-305,46021,07g00,1,34,80,30/12/2025_07g00_1
CO2013,B4-306,46021,07g00,1,30,80,30/12/2025_07g00_1
CO2013,B4-401,46021,07g00,1,30,60,30/12/2025_07g00_1
CO2013,B4-402,46021,07g00,1,30,60,30/12/2025_07g00_1
CO2013,B4-403,46021,07g00,1,29,60,30/12/2025_07g00_1
CO2013,B4-405,46021,07g00,1,29,60,30/12/2025_07g00_1
CO2013,B4-406,46021,07g00,1,41,108,30/12/2025_07g00_1
CO2013,B4-501,46021,07g00,1,34,80,30/12/2025_07g00_1
CO2013,B4-502,46021,07g00,1,37,80,30/12/2025_07g00_1
CO2013,B4-504,46021,07g00,1,30,60,30/12/2025_07g00_1
CO2013,B4-505,46021,07g00,1,42,120,30/12/2025_07g00_1
EE2019,C4-301,46021,07g00,1,40,80,30/12/2025_07g00_1
EE2019,C4-302,46021,07g00,1,22,50,30/12/2025_07g00_1
EE2019,C4-304,46021,07g00,1,31,80,30/12/2025_07g00_1
EE2019,C4-402,46021,07g00,1,30,80,30/12/2025_07g00_1
EE2019,C4-403,46021,07g00,1,30,80,30/12/2025_07g00_1
EE4443,B1-213,46021,07g00,1,36,72,30/12/2025_07g00_1
GE2051,B1-215,46021,07g00,1,9,48,30/12/2025_07g00_1
LA1015,B6-301,46021,07g00,1,22,50,30/12/2025_07g00_1
LA1015,B6-302,46021,07g00,1,30,60,30/12/2025_07g00_1
LA1015,B6-303,46021,07g00,1,30,60,30/12/2025_07g00_1
LA1015,B6-304,46021,07g00,1,30,60,30/12/2025_07g00_1
LA1015,B6-305,46021,07g00,1,29,60,30/12/2025_07g00_1
LA1015,B6-306,46021,07g00,1,40,80,30/12/2025_07g00_1
ME3033,B1-308,46021,07g00,1,26,72,30/12/2025_07g00_1
SP1037,B1-305,46021,09g30,1,30,72,30/12/2025_09g30_1
SP1037,B1-306,46021,09g30,1,30,84,30/12/2025_09g30_1
SP1037,B1-308,46021,09g30,1,30,72,30/12/2025_09g30_1
SP1037,B1-311,46021,09g30,1,30,80,30/12/2025_09g30_1
SP1037,B1-313,46021,09g30,1,30,56,30/12/2025_09g30_1
SP1037,B1-314,46021,09g30,1,28,56,30/12/2025_09g30_1
SP1037,B1-315,46021,09g30,1,28,56,30/12/2025_09g30_1
SP1037,B4-301,46021,09g30,1,30,60,30/12/2025_09g30_1
SP1037,B4-302,46021,09g30,1,30,60,30/12/2025_09g30_1
SP1037,B4-303,46021,09g30,1,30,60,30/12/2025_09g30_1
SP1037,B4-305,46021,09g30,1,31,80,30/12/2025_09g30_1
SP1037,B4-306,46021,09g30,1,30,80,30/12/2025_09g30_1
SP1037,B4-401,46021,09g30,1,30,60,30/12/2025_09g30_1
SP1037,B4-402,46021,09g30,1,30,60,30/12/2025_09g30_1
SP1037,B4-403,46021,09g30,1,30,60,30/12/2025_09g30_1
SP1037,B4-405,46021,09g30,1,30,60,30/12/2025_09g30_1
SP1037,B4-406,46021,09g30,1,33,108,30/12/2025_09g30_1
SP1037,B4-501,46021,09g30,1,30,80,30/12/2025_09g30_1
SP1037,B4-502,46021,09g30,1,30,80,30/12/2025_09g30_1
SP1037,B4-504,46021,09g30,1,30,60,30/12/2025_09g30_1
SP1037,B4-505,46021,09g30,1,43,120,30/12/2025_09g30_1
AS2003,B4-406,46021,13g00,1,44,108,30/12/2025_13g00_1
CO2103,B4-301,46021,13g00,1,30,60,30/12/2025_13g00_1
CO2103,B4-302,46021,13g00,1,26,60,30/12/2025_13g00_1
CO2103,B4-303,46021,13g00,1,23,60,30/12/2025_13g00_1
CO2103,B4-305,46021,13g00,1,30,80,30/12/2025_13g00_1
CO2103,B4-306,46021,13g00,1,30,80,30/12/2025_13g00_1
CH2111,B4-502,46021,13g00,1,37,80,30/12/2025_13g00_1
CH4125,B4-401,46021,13g00,1,30,60,30/12/2025_13g00_1
CH4125,B4-402,46021,13g00,1,30,60,30/12/2025_13g00_1
CH4125,B4-403,46021,13g00,1,28,60,30/12/2025_13g00_1
CH4125,B4-405,46021,13g00,1,26,60,30/12/2025_13g00_1
EE4423,B4-505,46021,13g00,1,44,120,30/12/2025_13g00_1
IM3093,B4-501,46021,13g00,1,35,80,30/12/2025_13g00_1
CO3085,B4-303,46021,15g30,1,21,60,30/12/2025_15g30_1
GK5041,B4-301,46021,18g15,1,28,60,30/12/2025_18g15_1
GK5041,B4-302,46021,18g15,1,29,60,30/12/2025_18g15_1
GK5041,B4-303,46021,18g15,1,30,60,30/12/2025_18g15_1
AS3029,C4-302,46022,07g00,1,15,50,31/12/2025_07g00_1
CI2137,B1-206,46022,07g00,1,16,48,31/12/2025_07g00_1
CI2137,B1-208,46022,07g00,1,30,84,31/12/2025_07g00_1
CI2137,B1-210,46022,07g00,1,20,48,31/12/2025_07g00_1
CI2137,B1-215,46022,07g00,1,7,48,31/12/2025_07g00_1
CO3001,B4-301,46022,07g00,1,30,60,31/12/2025_07g00_1
CO3001,B4-302,46022,07g00,1,30,60,31/12/2025_07g00_1
CO3001,B4-303,46022,07g00,1,30,60,31/12/2025_07g00_1
CO3001,B4-305,46022,07g00,1,41,80,31/12/2025_07g00_1
CO3001,B4-306,46022,07g00,1,36,80,31/12/2025_07g00_1
CO3001,B4-401,46022,07g00,1,21,60,31/12/2025_07g00_1
CO3001,B4-402,46022,07g00,1,30,60,31/12/2025_07g00_1
CO3001,B4-403,46022,07g00,1,30,60,31/12/2025_07g00_1
CO3001,B4-405,46022,07g00,1,32,60,31/12/2025_07g00_1
CO3001,B4-406,46022,07g00,1,45,108,31/12/2025_07g00_1
CO3001,B4-501,46022,07g00,1,30,80,31/12/2025_07g00_1
CO3001,B4-502,46022,07g00,1,30,80,31/12/2025_07g00_1
CO3001,B4-504,46022,07g00,1,30,60,31/12/2025_07g00_1
CO3001,B4-505,46022,07g00,1,46,120,31/12/2025_07g00_1
CO3001,B6-302,46022,07g00,1,29,60,31/12/2025_07g00_1
CO3001,B6-306,46022,07g00,1,29,80,31/12/2025_07g00_1
CH2017,B6-303,46022,07g00,1,27,60,31/12/2025_07g00_1
CH2017,B6-304,46022,07g00,1,30,60,31/12/2025_07g00_1
CH3003,B10-203,46022,07g00,1,34,70,31/12/2025_07g00_1
CH3133,B1-212,46022,07g00,1,32,72,31/12/2025_07g00_1
CH3133,B1-213,46022,07g00,1,30,72,31/12/2025_07g00_1
CH3133,B1-214,46022,07g00,1,24,48,31/12/2025_07g00_1
CH3133,B1-311,46022,07g00,1,38,80,31/12/2025_07g00_1
CH3133,B1-315,46022,07g00,1,30,56,31/12/2025_07g00_1
EE2039,B8-301,46022,07g00,1,29,66,31/12/2025_07g00_1
EN3073,B1-211,46022,07g00,1,14,32,31/12/2025_07g00_1
IM3105,B6-301,46022,07g00,1,20,50,31/12/2025_07g00_1
IM3105,B6-305,46022,07g00,1,30,60,31/12/2025_07g00_1
MA1003,B1-310,46022,07g00,1,14,32,31/12/2025_07g00_1
ME4135,C4-301,46022,07g00,1,40,80,31/12/2025_07g00_1
MT2015,B1-305,46022,07g00,1,36,72,31/12/2025_07g00_1
MT2015,B1-306,46022,07g00,1,39,84,31/12/2025_07g00_1
MT2015,B1-308,46022,07g00,1,30,72,31/12/2025_07g00_1
MT2015,B1-309,46022,07g00,1,30,56,31/12/2025_07g00_1
MT2015,B1-313,46022,07g00,1,30,56,31/12/2025_07g00_1
MT2015,B1-314,46022,07g00,1,30,56,31/12/2025_07g00_1
LA4007,B4-301,46022,09g30,1,28,60,31/12/2025_09g30_1
LA4007,B4-306,46022,09g30,1,37,80,31/12/2025_09g30_1
ME2003,B4-302,46022,09g30,1,26,60,31/12/2025_09g30_1
ME2003,B4-303,46022,09g30,1,27,60,31/12/2025_09g30_1
ME2003,B4-401,46022,09g30,1,30,60,31/12/2025_09g30_1
ME2003,B4-402,46022,09g30,1,30,60,31/12/2025_09g30_1
ME2003,B4-403,46022,09g30,1,30,60,31/12/2025_09g30_1
ME2003,B4-405,46022,09g30,1,27,60,31/12/2025_09g30_1
EE3401,B4-406,46022,13g00,1,45,108,31/12/2025_13g00_1
ME3013,B1-212,46022,13g00,1,26,72,31/12/2025_13g00_1
ME4007,B1-213,46022,13g00,1,23,72,31/12/2025_13g00_1
MT1009,B1-214,46022,13g00,1,17,48,31/12/2025_13g00_1
MT1009,B1-305,46022,13g00,1,35,72,31/12/2025_13g00_1
MT1009,B1-306,46022,13g00,1,42,84,31/12/2025_13g00_1
MT1009,B1-308,46022,13g00,1,31,72,31/12/2025_13g00_1
MT1009,B1-309,46022,13g00,1,19,56,31/12/2025_13g00_1
MT1009,B1-311,46022,13g00,1,32,80,31/12/2025_13g00_1
MT1009,B1-313,46022,13g00,1,30,56,31/12/2025_13g00_1
MT1009,B1-314,46022,13g00,1,28,56,31/12/2025_13g00_1
MT1009,B1-315,46022,13g00,1,30,56,31/12/2025_13g00_1
SP1043,B4-502,46022,13g00,1,41,80,31/12/2025_13g00_1
SP1043,B4-505,46022,13g00,1,54,120,31/12/2025_13g00_1
CO3029,B4-406,46022,15g30,1,45,108,31/12/2025_15g30_1
CH2053,B4-301,46022,15g30,1,19,60,31/12/2025_15g30_1
CH2053,B4-302,46022,15g30,1,25,60,31/12/2025_15g30_1
CH2053,B4-303,46022,15g30,1,29,60,31/12/2025_15g30_1
CH2053,B4-305,46022,15g30,1,36,80,31/12/2025_15g30_1
CH2053,B4-306,46022,15g30,1,37,80,31/12/2025_15g30_1
CO5159,B4-406,46022,18g15,1,42,108,31/12/2025_18g15_1
CH5665,B4-301,46022,18g15,1,8,60,31/12/2025_18g15_1
IM5129,B4-303,46022,18g15,1,14,60,31/12/2025_18g15_1
CI1003,C6-102,46024,07g00,1,30,100,02/01/2026_07g00_1
CI1003,C6-103,46024,07g00,1,14,100,02/01/2026_07g00_1
CI2003,B8-301,46024,07g00,1,32,66,02/01/2026_07g00_1
CI2003,B8-303,46024,07g00,1,30,62,02/01/2026_07g00_1
CI2003,B8-304,46024,07g00,1,29,62,02/01/2026_07g00_1
CI2003,B9-203,46024,07g00,1,23,50,02/01/2026_07g00_1
CO2011,B4-301,46024,07g00,1,30,60,02/01/2026_07g00_1
CO2011,B4-302,46024,07g00,1,30,60,02/01/2026_07g00_1
CO2011,B4-303,46024,07g00,1,30,60,02/01/2026_07g00_1
CO2011,B4-305,46024,07g00,1,30,80,02/01/2026_07g00_1
CO2011,B4-306,46024,07g00,1,30,80,02/01/2026_07g00_1
CO2011,B4-401,46024,07g00,1,30,60,02/01/2026_07g00_1
CO2011,B4-402,46024,07g00,1,30,60,02/01/2026_07g00_1
CO2011,B4-403,46024,07g00,1,29,60,02/01/2026_07g00_1
CO2011,B4-405,46024,07g00,1,20,60,02/01/2026_07g00_1
CO2011,B4-406,46024,07g00,1,35,108,02/01/2026_07g00_1
CO2011,B4-501,46024,07g00,1,30,80,02/01/2026_07g00_1
CO2011,B4-502,46024,07g00,1,30,80,02/01/2026_07g00_1
CO2011,B4-505,46024,07g00,1,40,120,02/01/2026_07g00_1
CO2011,B6-301,46024,07g00,1,19,50,02/01/2026_07g00_1
CO2011,B6-302,46024,07g00,1,30,60,02/01/2026_07g00_1
CO2011,B6-303,46024,07g00,1,28,60,02/01/2026_07g00_1
CO2011,B6-306,46024,07g00,1,30,80,02/01/2026_07g00_1
CH2003,B1-301,46024,07g00,1,30,56,02/01/2026_07g00_1
CH2003,B1-302,46024,07g00,1,30,56,02/01/2026_07g00_1
CH2003,B1-303,46024,07g00,1,29,56,02/01/2026_07g00_1
CH2003,B1-305,46024,07g00,1,31,72,02/01/2026_07g00_1
CH2003,B1-306,46024,07g00,1,43,84,02/01/2026_07g00_1
CH2003,B1-308,46024,07g00,1,30,72,02/01/2026_07g00_1
CH2003,B1-311,46024,07g00,1,39,80,02/01/2026_07g00_1
CH2003,B4-504,46024,07g00,1,28,60,02/01/2026_07g00_1
CH4101,B10-203,46024,07g00,1,31,70,02/01/2026_07g00_1
EE2015,C4-301,46024,07g00,1,33,80,02/01/2026_07g00_1
EE2015,C4-302,46024,07g00,1,22,50,02/01/2026_07g00_1
EE2015,C4-304,46024,07g00,1,30,80,02/01/2026_07g00_1
EE2081,B1-208,46024,07g00,1,44,84,02/01/2026_07g00_1
EE2081,B1-210,46024,07g00,1,19,48,02/01/2026_07g00_1
EE2081,B1-212,46024,07g00,1,31,72,02/01/2026_07g00_1
EE2081,B1-213,46024,07g00,1,30,72,02/01/2026_07g00_1
EE2081,B1-214,46024,07g00,1,19,48,02/01/2026_07g00_1
EE2081,B1-309,46024,07g00,1,30,56,02/01/2026_07g00_1
EE2081,B1-313,46024,07g00,1,30,56,02/01/2026_07g00_1
EE2081,B1-314,46024,07g00,1,30,56,02/01/2026_07g00_1
EE2081,B1-315,46024,07g00,1,30,56,02/01/2026_07g00_1
EE3089,B6-304,46024,07g00,1,30,60,02/01/2026_07g00_1
EE3089,B6-305,46024,07g00,1,29,60,02/01/2026_07g00_1
EE3117,B1-215,46024,07g00,1,24,48,02/01/2026_07g00_1
ME4133,B9-201,46024,07g00,1,30,60,02/01/2026_07g00_1
ME4133,B9-202,46024,07g00,1,21,54,02/01/2026_07g00_1
TR3001,C4-401,46024,07g00,1,21,50,02/01/2026_07g00_1
TR3001,C4-402,46024,07g00,1,34,80,02/01/2026_07g00_1
TR3001,C4-403,46024,07g00,1,30,80,02/01/2026_07g00_1
AS2049,B4-305,46024,09g30,1,3,80,02/01/2026_09g30_1
AS3093,B4-303,46024,09g30,1,13,60,02/01/2026_09g30_1
MA2033,B4-401,46024,09g30,1,15,60,02/01/2026_09g30_1
MA3019,B4-403,46024,09g30,1,21,60,02/01/2026_09g30_1
MA4139,B4-301,46024,09g30,1,10,60,02/01/2026_09g30_1
AS1003,B4-406,46024,13g00,1,45,108,02/01/2026_13g00_1
CO3067,B4-403,46024,13g00,1,12,60,02/01/2026_13g00_1
CH3341,B8-301,46024,13g00,1,30,66,02/01/2026_13g00_1
CH3341,B8-302,46024,13g00,1,13,40,02/01/2026_13g00_1
CH3351,B4-306,46024,13g00,1,32,80,02/01/2026_13g00_1
EE2035,B4-401,46024,13g00,1,14,60,02/01/2026_13g00_1
EE2035,B4-402,46024,13g00,1,31,60,02/01/2026_13g00_1
IM3047,B4-302,46024,13g00,1,26,60,02/01/2026_13g00_1
IM3047,B4-303,46024,13g00,1,30,60,02/01/2026_13g00_1
IM3047,B4-305,46024,13g00,1,41,80,02/01/2026_13g00_1
ME2089,B4-501,46024,13g00,1,30,80,02/01/2026_13g00_1
ME2089,B4-502,46024,13g00,1,30,80,02/01/2026_13g00_1
ME2089,B4-504,46024,13g00,1,29,60,02/01/2026_13g00_1
ME2089,B4-505,46024,13g00,1,44,120,02/01/2026_13g00_1
CO3061,B4-301,46024,15g30,1,22,60,02/01/2026_15g30_1
CO3061,B4-302,46024,15g30,1,19,60,02/01/2026_15g30_1
CO3061,B4-303,46024,15g30,1,30,60,02/01/2026_15g30_1
CO3061,B4-305,46024,15g30,1,30,80,02/01/2026_15g30_1
CO3061,B4-306,46024,15g30,1,35,80,02/01/2026_15g30_1
CI5777,B4-301,46024,18g15,1,16,60,02/01/2026_18g15_1
CO5111,B4-305,46024,18g15,1,30,80,02/01/2026_18g15_1
CO5175,B4-406,46024,18g15,1,41,108,02/01/2026_18g15_1
CH5711,B4-302,46024,18g15,1,28,60,02/01/2026_18g15_1
