F_MAMH,F_TENPHMOI,NGAYTHI,GIOTHI_BD,COSO,F_SOLUONG,SUC_CHUA,KEY_CA
TR3137,C6-403,46010,09g30,1,32,80,19/12/2025_09g30_1
CI1033,C6-102,46010,13g00,1,18,100,19/12/2025_13g00_1
CI2133,B1-210,46010,13g00,1,9,48,19/12/2025_13g00_1
CI2133,B1-212,46010,13g00,1,23,72,19/12/2025_13g00_1
CO3053,B4-505,46010,13g00,1,46,120,19/12/2025_13g00_1
CO3053,B6-301,46010,13g00,1,12,50,19/12/2025_13g00_1
CH2051,B4-301,46010,13g00,1,29,60,19/12/2025_13g00_1
CH2051,B4-302,46010,13g00,1,30,60,19/12/2025_13g00_1
CH2051,B4-303,46010,13g00,1,30,60,19/12/2025_13g00_1
CH2051,B4-305,46010,13g00,1,32,80,19/12/2025_13g00_1
CH2051,B4-306,46010,13g00,1,35,80,19/12/2025_13g00_1
CH2051,B4-403,46010,13g00,1,26,60,19/12/2025_13g00_1
EE2021,B6-302,46010,13g00,1,22,60,19/12/2025_13g00_1
EE2021,B6-303,46010,13g00,1,30,60,19/12/2025_13g00_1
EE2021,B6-304,46010,13g00,1,30,60,19/12/2025_13g00_1
EE2021,B6-305,46010,13g00,1,31,60,19/12/2025_13g00_1
EE2021,B6-306,46010,13g00,1,38,80,19/12/2025_13g00_1
IM2017,B1-306,46010,13g00,1,43,84,19/12/2025_13g00_1
IM2017,B1-309,46010,13g00,1,30,56,19/12/2025_13g00_1
IM2017,B1-311,46010,13g00,1,40,80,19/12/2025_13g00_1
ME2009,B4-401,46010,13g00,1,26,60,19/12/2025_13g00_1
ME2009,B4-402,46010,13g00,1,29,60,19/12/2025_13g00_1
ME2009,B4-405,46010,13g00,1,30,60,19/12/2025_13g00_1
ME2009,B4-406,46010,13g00,1,34,108,19/12/2025_13g00_1
ME2009,B4-501,46010,13g00,1,32,80,19/12/2025_13g00_1
ME2009,B4-504,46010,13g00,1,30,60,19/12/2025_13g00_1
TR3145,B1-208,46010,13g00,1,31,84,19/12/2025_13g00_1
CO3015,B4-402,46010,15g30,1,30,60,19/12/2025_15g30_1
CO3015,B4-403,46010,15g30,1,32,60,19/12/2025_15g30_1
LA1043,B4-303,46011,09g30,1,19,60,20/12/2025_09g30_1
CI2139,B9-203,46013,07g00,1,25,50,22/12/2025_07g00_1
CI2139,B9-204,46013,07g00,1,11,40,22/12/2025_07g00_1
IM3021,B1-203,46013,07g00,1,30,60,22/12/2025_07g00_1
PH1003,B1-208,46013,07g00,1,39,84,22/12/2025_07g00_1
PH1003,B1-212,46013,07g00,1,37,72,22/12/2025_07g00_1
PH1003,B1-213,46013,07g00,1,36,72,22/12/2025_07g00_1
PH1003,B1-301,46013,07g00,1,30,56,22/12/2025_07g00_1
PH1003,B1-302,46013,07g00,1,30,56,22/12/2025_07g00_1
PH1003,B1-303,46013,07g00,1,30,56,22/12/2025_07g00_1
PH1003,B1-305,46013,07g00,1,38,72,22/12/2025_07g00_1
PH1003,B1-306,46013,07g00,1,39,84,22/12/2025_07g00_1
PH1003,B1-308,46013,07g00,1,30,72,22/12/2025_07g00_1
PH1003,B1-309,46013,07g00,1,30,56,22/12/2025_07g00_1
PH1003,B1-311,46013,07g00,1,39,80,22/12/2025_07g00_1
PH1003,B1-313,46013,07g00,1,30,56,22/12/2025_07g00_1
PH1003,B1-314,46013,07g00,1,30,56,22/12/2025_07g00_1
PH1003,B1-315,46013,07g00,1,30,56,22/12/2025_07g00_1
PH1003,B4-301,46013,07g00,1,29,60,22/12/2025_07g00_1
PH1003,B4-302,46013,07g00,1,29,60,22/12/2025_07g00_1
