TOTAL_EXAM_SLOTS_(KEY),TOTAL_ROOMS_BEFORE,TOTAL_ROOMS_AFTER,TOTAL_ROOMS_SAVED,PCT_ROOMS_SAVED_%
148,3392,2039,1353,39.89
